@relation occ-dance-012013-062018-weka-code

@attribute duration_ms numeric
@attribute tempo numeric
@attribute 'time signature' numeric
@attribute mode numeric
@attribute key numeric
@attribute loudness numeric
@attribute danceability numeric
@attribute energy numeric
@attribute 'Beatdiff mean' numeric
@attribute 'Beatdiff variance' numeric
@attribute 'Beatdiff skewness' numeric
@attribute 'Beatdiff kurtosis' numeric
@attribute 'Beatdiff standard deviation' numeric
@attribute 'Beatdiff 80th percentile' numeric
@attribute 'Beatdiff min' numeric
@attribute 'Beatdiff max' numeric
@attribute 'Beatdiff range' numeric
@attribute 'Beatdiff median' numeric
@attribute 'Timbre 1 mean' numeric
@attribute 'Timbre 1 variance' numeric
@attribute 'Timbre 1 skewness' numeric
@attribute 'Timbre 1 kurtosis' numeric
@attribute 'Timbre 1 standard deviation' numeric
@attribute 'Timbre 1 80th percentile' numeric
@attribute 'Timbre 1 min' numeric
@attribute 'Timbre 1 max' numeric
@attribute 'Timbre 1 range' numeric
@attribute 'Timbre 1 median' numeric
@attribute 'Timbre 2 mean' numeric
@attribute 'Timbre 2 variance' numeric
@attribute 'Timbre 2 skewness' numeric
@attribute 'Timbre 2 kurtosis' numeric
@attribute 'Timbre 2 standard deviation' numeric
@attribute 'Timbre 2 80th percentile' numeric
@attribute 'Timbre 2 min' numeric
@attribute 'Timbre 2 max' numeric
@attribute 'Timbre 2 range' numeric
@attribute 'Timbre 2 median' numeric
@attribute 'Timbre 3 mean' numeric
@attribute 'Timbre 3 variance' numeric
@attribute 'Timbre 3 skewness' numeric
@attribute 'Timbre 3 kurtosis' numeric
@attribute 'Timbre 3 standard deviation' numeric
@attribute 'Timbre 3 80th percentile' numeric
@attribute 'Timbre 3 min' numeric
@attribute 'Timbre 3 max' numeric
@attribute 'Timbre 3 range' numeric
@attribute 'Timbre 3 median' numeric
@attribute 'Timbre 4 mean' numeric
@attribute 'Timbre 4 variance' numeric
@attribute 'Timbre 4 skewness' numeric
@attribute 'Timbre 4 kurtosis' numeric
@attribute 'Timbre 4 standard deviation' numeric
@attribute 'Timbre 4 80th percentile' numeric
@attribute 'Timbre 4 min' numeric
@attribute 'Timbre 4 max' numeric
@attribute 'Timbre 4 range' numeric
@attribute 'Timbre 4 median' numeric
@attribute 'Timbre 5 mean' numeric
@attribute 'Timbre 5 variance' numeric
@attribute 'Timbre 5 skewness' numeric
@attribute 'Timbre 5 kurtosis' numeric
@attribute 'Timbre 5 standard deviation' numeric
@attribute 'Timbre 5 80th percentile' numeric
@attribute 'Timbre 5 min' numeric
@attribute 'Timbre 5 max' numeric
@attribute 'Timbre 5 range' numeric
@attribute 'Timbre 5 median' numeric
@attribute 'Timbre 6 mean' numeric
@attribute 'Timbre 6 variance' numeric
@attribute 'Timbre 6 skewness' numeric
@attribute 'Timbre 6 kurtosis' numeric
@attribute 'Timbre 6 standard deviation' numeric
@attribute 'Timbre 6 80th percentile' numeric
@attribute 'Timbre 6 min' numeric
@attribute 'Timbre 6 max' numeric
@attribute 'Timbre 6 range' numeric
@attribute 'Timbre 6 median' numeric
@attribute 'Timbre 7 mean' numeric
@attribute 'Timbre 7 variance' numeric
@attribute 'Timbre 7 skewness' numeric
@attribute 'Timbre 7 kurtosis' numeric
@attribute 'Timbre 7 standard deviation' numeric
@attribute 'Timbre 7 80th percentile' numeric
@attribute 'Timbre 7 min' numeric
@attribute 'Timbre 7 max' numeric
@attribute 'Timbre 7 range' numeric
@attribute 'Timbre 7 median' numeric
@attribute 'Timbre 8 mean' numeric
@attribute 'Timbre 8 variance' numeric
@attribute 'Timbre 8 skewness' numeric
@attribute 'Timbre 8 kurtosis' numeric
@attribute 'Timbre 8 standard deviation' numeric
@attribute 'Timbre 8 80th percentile' numeric
@attribute 'Timbre 8 min' numeric
@attribute 'Timbre 8 max' numeric
@attribute 'Timbre 8 range' numeric
@attribute 'Timbre 8 median' numeric
@attribute 'Timbre 9 mean' numeric
@attribute 'Timbre 9 variance' numeric
@attribute 'Timbre 9 skewness' numeric
@attribute 'Timbre 9 kurtosis' numeric
@attribute 'Timbre 9 standard deviation' numeric
@attribute 'Timbre 9 80th percentile' numeric
@attribute 'Timbre 9 min' numeric
@attribute 'Timbre 9 max' numeric
@attribute 'Timbre 9 range' numeric
@attribute 'Timbre 9 median' numeric
@attribute 'Timbre 10 mean' numeric
@attribute 'Timbre 10 variance' numeric
@attribute 'Timbre 10 skewness' numeric
@attribute 'Timbre 10 kurtosis' numeric
@attribute 'Timbre 10 standard deviation' numeric
@attribute 'Timbre 10 80th percentile' numeric
@attribute 'Timbre 10 min' numeric
@attribute 'Timbre 10 max' numeric
@attribute 'Timbre 10 range' numeric
@attribute 'Timbre 10 median' numeric
@attribute 'Timbre 11 mean' numeric
@attribute 'Timbre 11 variance' numeric
@attribute 'Timbre 11 skewness' numeric
@attribute 'Timbre 11 kurtosis' numeric
@attribute 'Timbre 11 standard deviation' numeric
@attribute 'Timbre 11 80th percentile' numeric
@attribute 'Timbre 11 min' numeric
@attribute 'Timbre 11 max' numeric
@attribute 'Timbre 11 range' numeric
@attribute 'Timbre 11 median' numeric
@attribute 'Timbre 12 mean' numeric
@attribute 'Timbre 12 variance' numeric
@attribute 'Timbre 12 skewness' numeric
@attribute 'Timbre 12 kurtosis' numeric
@attribute 'Timbre 12 standard deviation' numeric
@attribute 'Timbre 12 80th percentile' numeric
@attribute 'Timbre 12 min' numeric
@attribute 'Timbre 12 max' numeric
@attribute 'Timbre 12 range' numeric
@attribute 'Timbre 12 median' numeric
@attribute hit {hit,non-hit}

@data
227074,126.008,4,1,1,-4.119,0.506,0.805,0.476946,0.000034,1.989766,9.158348,0.0058,0.47866,0.4523,0.51099,0.05869,0.47628,50.636107,58.584862,-2.344511,9.225898,7.654075,56.569,0.064,60.442,60.378,52.4805,51.203904,4682.484886,-1.259116,2.334542,68.428685,97.491,-244.671,184.306,428.977,70.8835,43.021428,2663.880761,0.822027,0.766099,51.612796,81.589,-102.589,220.162,322.751,34.4575,-2.798574,804.702188,0.205666,0.270168,28.367273,20.321,-82.637,91.56,174.197,-3.846,22.83767,1066.158398,0.94682,1.430972,32.652081,47.006,-56.141,154.9,211.041,19.032,-32.712833,438.105636,0.316119,2.261737,20.930973,-19.398,-89.75,64.581,154.331,-33.23,12.557114,688.358855,-0.428379,0.542858,26.236594,34.037,-78.356,90.172,168.528,14.224,2.70844,312.158631,-0.121823,3.251895,17.668012,15.276,-73.797,112.449,186.246,3.4685,-9.947343,477.473704,-0.115663,-0.414382,21.851172,9.042,-71.512,45.338,116.85,-9.6795,0.187048,163.935555,-0.00928,1.148323,12.803732,9.458,-42.389,52.282,94.671,0.5965,-9.5301,187.020249,-0.128307,0.708987,13.675535,1.895,-61.962,51.411,113.373,-9.4275,-1.863251,273.207088,-0.108385,0.109348,16.528977,10.907,-53.741,51.3,105.041,-1.264,hit
368317,100.987,4,0,0,-7.196,0.689,0.68,0.593561,0.000021,-1.702087,11.801956,0.004546,0.594925,0.57174,0.61435,0.04261,0.59405,45.832501,83.744007,-2.012967,4.580247,9.151175,51.954,0.064,57.222,57.158,48.899,-20.923266,4769.898597,1.208124,3.341004,69.064452,27.428,-227.56,335.984,563.544,-30.264,-18.22081,2273.904781,-0.244249,1.360539,47.685478,16.508,-209.468,180.377,389.845,-15.888,22.415612,4648.143871,1.671362,4.942701,68.177297,56.32,-191.129,323.139,514.268,13.458,34.122346,1341.982258,0.409563,0.284096,36.633076,61.402,-57.985,183.265,241.25,32.166,-37.486891,1672.908256,0.13002,0.734496,40.901201,-6.392,-164.585,114.32,278.905,-38.901,-9.577812,885.519575,0.46181,1.180264,29.757681,13.098,-105.745,117.045,222.79,-11.485,-3.92204,752.110675,1.268711,3.568559,27.424636,12.204,-85.958,122.524,208.482,-6.896,-5.954897,323.516994,-0.304085,0.125907,17.986578,9.377,-69.914,41.776,111.69,-5.597,3.880287,387.314906,-0.044962,1.161069,19.680318,19.517,-78.903,95.732,174.635,4.627,-11.328016,376.459859,0.259813,1.124804,19.402574,3.681,-71.922,78.587,150.509,-11.382,-7.090749,374.123765,0.923852,1.485147,19.342279,7.406,-51.342,76.593,127.935,-9.054,non-hit
250286,139.432,4,0,4,-4.038,0.432,0.781,0.436834,0.000145,0.892064,-0.59215,0.01204,0.45139,0.41989,0.46604,0.04615,0.431255,50.035326,54.989978,-2.833409,11.22097,7.415523,55.416,2.957,58.523,55.566,51.376,38.484699,1625.699871,-0.535583,2.237868,40.319969,69.212,-179.527,205.772,385.299,43.169,-11.178623,2046.273807,-0.473801,0.674435,45.235758,24.663,-192.264,134.506,326.77,-7.493,-9.223478,1620.462586,-0.026159,0.673071,40.25497,24.863,-162.523,114.831,277.354,-11.111,35.444008,982.321795,0.368172,-0.363658,31.342013,62.042,-38.389,127.683,166.072,31.848,-31.215663,1071.623083,0.020088,1.480822,32.735655,-10.794,-136.91,94.804,231.714,-29.785,-5.312447,1266.87441,-0.082267,-0.665595,35.593179,29.796,-96.321,80.759,177.08,-5.509,-4.587589,480.931492,-0.038328,0.89744,21.93015,12.234,-82.837,76.833,159.67,-4.475,5.3535,338.485663,-0.348626,0.156932,18.39798,21.067,-54.842,65.254,120.096,6.962,9.187821,294.557826,0.152055,1.051582,17.162687,22.461,-55.045,77.926,132.971,8.441,-11.611587,257.49419,-0.145814,0.41389,16.046626,1.489,-69.366,43.12,112.486,-11.654,-2.274518,236.169888,-0.127361,0.096493,15.36782,9.745,-54.75,43.039,97.789,-1.782,hit
223140,127.991,4,1,0,-5.972,0.575,0.831,0.46883,0.000025,-0.349973,7.912552,0.005025,0.47102,0.4351,0.49026,0.05516,0.46873,51.239723,45.001374,-4.404523,22.030259,6.708306,54.288,0,57.346,57.346,52.7015,64.625973,1177.048944,-1.222147,3.359528,34.308147,88.985,-105.458,171.13,276.588,69.87,32.412416,1279.725197,0.439339,0.187364,35.773247,60.582,-57.292,147.161,204.453,28.8025,-3.847741,927.096667,-0.105869,1.323277,30.448262,18.51,-109.288,134.704,243.992,-2.6105,13.367288,639.316512,0.772278,1.414797,25.284709,32.205,-57.41,120.001,177.411,10.602,-25.24701,371.7996,0.875465,1.976963,19.282106,-10.762,-80.846,68.521,149.367,-27.7985,5.61669,863.457939,-0.567726,-0.064353,29.384655,29.623,-83.782,67.697,151.479,10.4115,-0.034921,256.770572,0.227943,0.666675,16.024062,12.721,-51.895,72.696,124.591,-0.5615,-2.240762,440.517664,0.065467,-0.283069,20.988513,16.755,-81.499,55.084,136.583,-3.069,2.730957,182.873636,-0.444445,0.413404,13.523078,14.302,-46.575,43.239,89.814,3.5975,-9.425186,254.475781,-0.295368,0.784149,15.952297,2.718,-58.212,51.949,110.161,-7.862,2.996516,237.188468,0.088995,-0.183882,15.400924,16.413,-47.216,44.676,91.892,2.493,hit
185120,120.025,4,0,0,-5.389,0.703,0.78,0.500249,0.000017,0.451028,3.460342,0.004148,0.50176,0.48544,0.51777,0.03233,0.50009,50.059123,30.326583,-4.38431,27.664078,5.506958,53.302,0.002,57.417,57.415,51.103,63.390839,2768.619188,-0.56121,1.926511,52.61767,101.983,-182.777,260.402,443.179,66.883,-2.51516,1864.153408,0.275886,0.358459,43.175843,31.291,-122.99,162.996,285.986,-2.202,-1.833353,1305.764736,-0.174461,1.772464,36.135367,25.439,-169.619,112.005,281.624,-3.078,12.785487,816.716107,0.265026,0.017146,28.578245,37.847,-59.926,132.03,191.956,9.594,-28.507651,920.123036,0.088045,1.272226,30.33353,-8.21,-138.857,89.699,228.556,-27.493,-9.150916,505.228017,0.223156,0.030072,22.477278,9.433,-72.061,64.67,136.731,-10.97,-1.97805,587.326373,0.155795,0.593982,24.234817,17.628,-82.211,81.901,164.112,-2.817,-11.026917,242.605393,0.173416,0.270233,15.575795,0.863,-58.728,42.977,101.705,-11.174,2.371221,275.117646,0.131697,0.729491,16.586671,15.097,-51.779,58.822,110.601,1.77,-9.585328,259.464054,-0.10924,0.369698,16.107888,2.903,-68.141,43.667,111.808,-8.358,-6.425483,305.255744,0.068401,-0.213783,17.47157,8.283,-59.22,44.626,103.846,-6.779,non-hit
250947,128.165,4,1,2,-7.483,0.652,0.848,0.468124,0.00001,-2.753437,35.431131,0.0032,0.4697,0.43072,0.48019,0.04947,0.46817,49.151688,15.946855,-1.594961,3.797067,3.993351,52.273,22.738,56.388,33.65,50.1395,47.101876,2330.446799,-0.711763,0.758571,48.274701,86.436,-140.516,187.738,328.254,54.3945,12.626151,1715.192154,-0.050217,0.846562,41.414878,43.014,-133.982,164.3,298.282,15.0045,-5.252858,1016.150717,0.024652,1.221436,31.877119,17.857,-119.623,121.442,241.065,-3.6745,1.476327,847.678416,0.823078,0.997528,29.114917,21.613,-80.841,103.699,184.54,-3.2325,-31.557572,755.797314,-0.444262,1.824226,27.491768,-11.761,-146.298,68.034,214.332,-30.033,11.605923,539.371182,-0.443952,0.860808,23.224366,30.859,-89.348,77.265,166.613,13.021,0.603414,285.284995,-0.824193,4.225016,16.890382,12.831,-100.981,75.078,176.059,2.5005,-8.709939,220.860756,0.157602,0.83591,14.861385,2.633,-63.68,47.757,111.437,-8.848,0.38201,195.036581,-0.562763,1.361752,13.96555,10.454,-59.034,52.248,111.282,2.1845,-9.818535,211.176744,-0.214624,1.038582,14.531922,1.987,-70.961,47.629,118.59,-9.5775,3.388577,154.510183,-0.458561,0.601621,12.430212,13.052,-37.721,46.86,84.581,4.4445,non-hit
315000,123.681,4,1,5,-5.231,0.655,0.8,0.484892,0.000062,0.416817,2.3874,0.007852,0.48885,0.44653,0.51508,0.06855,0.48417,50.023485,28.897054,-3.169042,18.329662,5.375598,53.8,0,58.09,58.09,51.092,78.312796,5663.587352,-0.969742,1.65445,75.256809,135.77,-218.698,291.699,510.397,87.3535,31.447651,4334.211967,-0.13948,-0.336659,65.834732,86.796,-173.432,184.072,357.504,36.948,5.986767,3484.131682,-0.268348,0.968599,59.026534,48.443,-240.108,266.369,506.477,13.852,41.060237,1664.356622,0.558225,0.725428,40.796527,71.006,-64.009,186,250.009,39.8085,-22.527886,1237.218571,-0.23404,2.746201,35.174118,1.628,-155.038,140.59,295.628,-21.886,-3.862811,621.367646,0.086799,0.094821,24.927247,17.581,-73.867,90.363,164.23,-3.7135,-2.159315,938.172769,-0.158147,1.169635,30.629606,21.74,-138.4,136.13,274.53,-0.8085,7.011118,582.504441,0.535557,0.023153,24.135129,26.714,-48.234,79.713,127.947,3.701,5.650252,381.388429,0.040142,1.575736,19.529169,21,-88.272,91.992,180.264,4.345,-17.650087,737.640551,-0.816083,0.519614,27.159539,3.573,-112.979,77.243,190.222,-11.361,1.397235,257.606767,-0.204633,0.11887,16.050133,14.552,-52.046,46.105,98.151,1.842,hit
200034,113.986,4,1,9,-8.177,0.731,0.502,0.52562,0.000058,-0.496869,7.318816,0.007608,0.52759,0.48874,0.55972,0.07098,0.52631,44.341005,36.644216,-0.67485,0.34991,6.053447,50.176,19.487,54.619,35.132,44.788,7.852467,6047.382496,-0.01811,-0.976096,77.764918,76.43,-169.16,211.338,380.498,11.849,-57.724687,2453.789015,-0.346161,-0.402521,49.535735,-15.888,-192.42,102.208,294.628,-46.286,3.007502,2451.536022,0.628521,0.438887,49.512988,48.327,-139.506,235.928,375.434,-5.443,32.755748,803.478487,0.351435,0.188082,28.345696,57.78,-34.285,155.002,189.287,31.481,-41.582607,1239.919082,-0.317213,1.157212,35.212485,-18.638,-142.495,68.102,210.597,-38.905,-1.789503,532.350212,-0.117423,-0.234404,23.072716,18.661,-75.727,58.949,134.676,-0.995,-6.278785,385.076333,0.597584,2.086471,19.623362,7.346,-58.169,97.319,155.488,-7.717,2.810822,236.076684,0.175931,0.577402,15.364787,16.065,-65.32,51.771,117.091,1.499,3.82498,305.554436,-0.465559,1.2876,17.480115,17.902,-75.313,48.471,123.784,3.927,-8.810926,300.433602,0.214198,0.945558,17.333021,4.565,-74.988,49.41,124.398,-9.409,3.462319,141.304715,0.204883,-0.148279,11.887166,13.059,-30.641,36.393,67.034,3.211,hit
237480,122.987,4,0,10,-8.44,0.7,0.71,0.488333,0.000032,0.353425,3.936787,0.005652,0.48995,0.46821,0.51252,0.04431,0.48786,45.889436,32.270872,-1.216124,1.525542,5.680746,50.629,21.468,55.048,33.58,47.157,33.524398,5558.529998,1.276761,4.830741,74.55555,71.811,-248.146,342.114,590.26,24.253,-41.19784,2498.291451,0.613967,0.533546,49.982912,-7.564,-178.983,156.558,335.541,-45.899,-5.489214,2448.984766,0.557924,2.761342,49.487218,24.565,-221.071,302.077,523.148,-5.7525,30.25512,1026.355114,0.755878,0.744054,32.036778,53.523,-43.496,152.481,195.977,26.3235,-36.574761,1692.843737,0.738783,1.1058,41.144182,-7.521,-136.391,120.847,257.238,-40.5165,3.166073,537.781727,-0.297007,0.254912,23.190121,22.577,-73.653,74.364,148.017,4.197,-4.755915,592.691227,-0.240883,1.105935,24.345251,13.363,-98.8,105.367,204.167,-4.0015,-2.955957,221.803375,-0.328333,0.027469,14.893065,9.362,-58.318,43.298,101.616,-1.443,5.913066,368.513674,-0.18906,0.973299,19.19671,20.972,-73.326,65.17,138.496,5.143,-13.42417,346.654782,-0.684295,2.432949,18.618668,0.035,-94.581,52.073,146.654,-12.8,-1.832366,214.243243,0.169539,-0.203587,14.63705,10.724,-42.458,38.925,81.383,-2.686,non-hit
239999,129.955,4,0,9,-2.867,0.58,0.842,0.46144,0.000016,-0.736483,11.080531,0.004031,0.46333,0.43528,0.47809,0.04281,0.46137,53.843912,13.050304,-2.189793,7.090184,3.61252,56.254,32.6,59.889,27.289,54.657,77.898216,995.231817,-0.40096,2.159208,31.547295,99.365,-61.964,207.847,269.811,80.874,3.645287,1039.355484,0.018198,0.899371,32.239037,28.866,-127.789,126.839,254.628,3.524,-16.423755,1217.505419,2.151036,32.738686,34.89277,7.204,-145.736,433.77,579.506,-16.066,19.395182,688.181105,0.163373,-0.186322,26.233206,41.874,-49.27,100.475,149.745,18.637,-31.561287,847.962817,0.920451,11.852263,29.119801,-14.873,-114.581,257.447,372.028,-30.683,-4.77612,469.31156,-0.412781,1.219891,21.6636,11.606,-82.318,64.493,146.811,-4.303,0.515659,416.474654,0.078013,5.300095,20.407711,12.575,-97.293,154.086,251.379,0.701,-3.722957,186.735947,0.447199,1.015646,13.665136,6.482,-44.624,59.678,104.302,-5.196,3.071377,175.572855,0.001271,5.267563,13.250391,12.063,-86.502,88.793,175.295,3.351,-9.435505,189.663983,-0.502922,4.985184,13.771855,0.071,-104.597,75.053,179.65,-8.56,5.199235,140.103858,0.24479,0.678194,11.836548,13.781,-27.821,48.252,76.073,4.999,hit
263333,119.46,4,1,0,-9.556,0.5,0.681,0.495122,0.000209,0.524145,-0.718488,0.014441,0.51065,0.46383,0.53485,0.07102,0.48937,45.598715,34.155242,-1.367134,4.69315,5.844249,50.837,0,54.895,54.895,46.439,26.808104,1714.445168,-0.172064,1.160114,41.405859,58.489,-151.65,227.9,379.55,29.6865,-20.220198,1419.529148,-0.183058,-0.287703,37.676639,11.97,-135.821,86.988,222.809,-18.146,-6.692854,1516.781811,0.361307,4.634285,38.945883,19.097,-192.746,293.083,485.829,-8.551,19.698686,691.193373,-0.37243,0.395014,26.290557,41.834,-80.226,107.733,187.959,21.707,-23.017542,995.957166,0.487065,2.620294,31.558789,-1.57,-202.164,124.793,326.957,-26.258,-2.658154,422.818388,0.214338,-0.063273,20.562548,15.066,-69.105,61.704,130.809,-4.161,4.751207,355.09422,-0.029579,2.921429,18.843944,18.219,-100.208,100.838,201.046,4.3935,-7.839891,500.795389,-0.992411,1.261761,22.378458,10.592,-101.709,40.579,142.288,-3.744,1.883044,250.38005,0.126267,1.387001,15.823402,14.089,-54.908,74.294,129.202,1.7765,-10.314309,326.700733,-0.565655,1.413396,18.074865,3.222,-90.706,53.61,144.316,-8.4055,1.761563,286.643471,-0.033054,0.186608,16.930548,15.143,-53.822,52.512,106.334,1.7085,non-hit
234826,174.956,4,0,6,-6.647,0.457,0.738,0.343079,0.000009,2.158127,13.659183,0.002944,0.34438,0.33348,0.36375,0.03027,0.34285,48.965052,36.0607,-1.60293,3.427509,6.005056,53.564,8.73,56.684,47.954,50.9095,44.294481,2504.321851,-0.820492,1.061953,50.0432,85.4965,-168.509,205.46,373.969,53.133,-25.832056,888.59499,-0.112846,0.429887,29.80931,-1.911,-132.817,89.295,222.112,-26.8435,-20.356305,871.351292,2.68423,31.311558,29.51866,-1.6905,-118.566,362.631,481.197,-20.59,5.588306,661.181383,-0.244661,0.366564,25.713448,26.448,-94.226,97.678,191.904,6.333,-34.455864,543.74072,0.464031,1.98504,23.318249,-18.9145,-107.302,85.444,192.746,-34.18,-2.633387,355.308813,0.014911,0.255291,18.849637,12.984,-60.284,63.713,123.997,-3.4925,-1.04653,326.810391,-0.392597,2.397764,18.077898,12.325,-95.236,99.772,195.008,0.7845,-5.148755,229.333411,0.247797,0.646006,15.143758,6.494,-53.492,55.027,108.519,-6.3875,1.990769,152.16532,-0.698548,1.568196,12.335531,11.647,-61.757,37.855,99.612,2.986,-9.119314,176.710396,-0.64271,4.195441,13.293246,1.4065,-113.576,44.151,157.727,-8.282,1.534506,157.432861,-0.565248,0.514375,12.547225,12.0215,-47.068,40.187,87.255,2.8545,hit
138013,121.02,4,0,5,-8.1,0.763,0.608,0.495573,0.00001,-5.383454,46.538415,0.003221,0.4972,0.46664,0.50267,0.03603,0.49587,46.007012,35.148364,-2.399479,9.272414,5.928606,50.145,0,53.913,53.913,47.165,-20.839283,5563.897634,-1.208809,1.935467,74.591539,29.308,-274.892,171.13,446.022,-6.66,-4.294407,1353.149661,-0.328751,0.894047,36.785183,24.793,-148.661,98.868,247.529,-1.254,-6.281157,1935.373707,0.893303,4.849936,43.992882,25.254,-118.077,316.497,434.574,-6.052,11.660099,649.050535,0.066307,0.031341,25.47647,31.737,-53.767,110.593,164.36,12.779,-21.618471,1149.939833,0.238974,0.585898,33.910763,3.706,-108.186,93.075,201.261,-21.396,-16.977302,604.344141,-0.323288,-0.284128,24.583412,4.685,-120.642,42.986,163.628,-13.075,-5.20997,632.853906,0.225053,0.667419,25.156588,15.379,-70.112,98.003,168.115,-5.579,0.615154,305.779249,-0.145786,0.031715,17.486545,14.908,-56.747,47.22,103.967,1.446,-1.089403,307.653455,0.149068,0.277924,17.540053,12.157,-58.885,58.302,117.187,-1.198,-9.286347,312.706533,-0.098321,0.171635,17.68351,6.032,-73.916,42.147,116.063,-9.77,-6.382798,186.979165,0.183429,0.238119,13.674033,4.751,-49.065,34.329,83.394,-6.817,hit
195757,123.727,4,0,4,-4.526,0.605,0.935,0.489339,0.000128,1.698339,1.560622,0.011318,0.49327,0.475,0.52397,0.04897,0.48448,51.748732,16.980774,-4.289833,40.633347,4.120773,54.525,0.252,57.994,57.742,52.534,69.83541,2031.780186,0.411834,1.665403,45.075272,102.959,-71.681,277.377,349.058,67.139,3.594614,3041.165935,0.469154,0.380875,55.146767,42.525,-157.786,194.194,351.98,2.229,-1.392962,1179.600853,0.602773,1.362949,34.345318,25.878,-116.752,159.093,275.845,-5.28,10.119934,1121.777134,0.577164,0.701599,33.492942,32.798,-69.229,117.626,186.855,7.021,-30.484795,1096.594574,-0.319319,0.320332,33.114869,-4.682,-141.417,58.553,199.97,-28.09,-6.500653,633.963544,-0.394887,0.133206,25.178633,14.485,-91.703,62.288,153.991,-4.613,2.596406,400.960453,0.563948,2.089816,20.023997,18.086,-62.721,106.152,168.873,1.852,-8.907452,443.983076,0.449171,0.237619,21.070906,8.907,-60.592,70.808,131.4,-11.553,3.55625,321.05626,0.504298,1.542327,17.918043,15.552,-55.053,78.582,133.635,2.416,-10.328863,246.818414,0.067596,0.57356,15.710456,2.065,-70.773,49.766,120.539,-9.953,-3.307582,228.569325,-0.311605,-0.188873,15.118509,10.798,-54.284,36.727,91.011,-3.025,hit
260697,119.97,4,1,1,-3.598,0.751,0.897,0.502466,0.000045,2.887713,9.270477,0.006736,0.50229,0.49449,0.54188,0.04739,0.50033,51.528464,19.122256,-0.953719,0.642939,4.3729,55.366,34.049,58.232,24.183,52.3115,22.651792,3455.885031,-0.713525,0.823306,58.786776,66.4555,-182.002,246.945,428.947,35.1815,-8.497357,2557.296742,-0.217179,0.341821,50.569722,32.11,-170.59,124.323,294.913,-6.004,9.884746,1622.263165,0.887066,7.230632,40.277328,36.662,-145.403,366.968,512.371,8.3655,19.260864,773.985506,0.598999,0.983557,27.820595,39.9145,-59.769,147.734,207.503,17.0925,-28.797018,1129.649301,0.325136,1.714079,33.610256,-7.626,-139.171,109.938,249.109,-29.244,8.755213,666.704273,-0.079985,0.251649,25.820617,31.3165,-87.227,85.886,173.113,8.145,1.187367,595.036456,0.212486,1.699314,24.393369,18.967,-95.397,113.795,209.192,1.037,-3.489355,255.3102,-0.134528,0.225082,15.978429,10.14,-54.987,58.837,113.824,-3.156,4.207483,278.202194,-0.098606,0.543242,16.679394,17.266,-52.877,61.098,113.975,4.213,-16.055608,353.158707,-0.32405,3.399177,18.792517,-2.1705,-157.565,65.737,223.302,-15.2975,-6.883358,175.011939,0.097075,0.693305,13.229208,3.8485,-50.741,47.754,98.495,-6.6015,hit
182767,122.053,4,0,0,-7.061,0.791,0.574,0.490833,0.000027,-1.701209,6.578531,0.005159,0.49327,0.46428,0.50501,0.04073,0.49168,48.134127,24.287921,-2.405416,13.936296,4.928278,51.8835,1.46,56.582,55.122,49.423,35.214911,4387.692655,0.392645,2.78651,66.239661,79.1705,-238.079,323.455,561.534,28.2625,6.538964,3135.614874,0.232679,0.719305,55.996561,49.6785,-184.966,187.312,372.278,7.9195,-0.350843,2058.097913,0.188606,3.288861,45.366264,36.2695,-284.207,248.981,533.188,-4.0555,37.1297,1291.878206,0.08675,-0.627344,35.942707,70.434,-64.686,135.632,200.318,33.588,-20.442604,836.814349,0.103289,1.448794,28.927744,1.481,-124.59,120.564,245.154,-20.4,-8.653786,848.364984,-0.480985,0.496588,29.126706,13.408,-95.543,74.46,170.003,-6.999,1.282376,828.984443,0.139282,0.594963,28.79209,24.0225,-87.52,110.287,197.807,0.0545,-5.83715,328.02812,0.519922,0.699762,18.111547,6.909,-46.258,64.836,111.094,-5.8485,5.306334,387.136943,0.100486,0.949965,19.675796,18.634,-56.468,66.237,122.705,4.8,-14.741101,381.485238,-0.564112,2.752735,19.531647,1.4435,-145.672,63.159,208.831,-12.725,-4.117293,236.629343,-0.009198,0.130324,15.382761,8.9135,-55.11,40.102,95.212,-4.2545,hit
230613,128.074,4,0,6,-3.847,0.573,0.732,0.469242,0.000038,0.372176,2.21137,0.006125,0.47251,0.44824,0.49206,0.04382,0.468955,52.807923,23.519047,-3.989773,28.851899,4.849644,55.881,0,58.309,58.309,54.213,40.63348,4343.350563,-0.519447,0.573185,65.904101,89.738,-193.396,213.281,406.677,47.255,32.177445,1817.417991,0.055667,1.000799,42.631186,63.362,-146.643,195.151,341.794,34.521,1.475842,2281.614521,1.797666,16.919703,47.766249,32.152,-155.604,435.912,591.516,-1.531,50.666975,780.526112,0.003055,-0.050442,27.937897,72.716,-27.599,132.388,159.987,51.016,-30.608729,777.177868,-0.995883,12.028728,27.87791,-14.194,-271.447,80.484,351.931,-32.54,-6.522583,1008.300462,0.324865,-0.251712,31.753747,21.074,-97.234,83.33,180.564,-8.932,-4.857518,658.372776,0.147162,1.905287,25.658776,13.259,-105.385,123.262,228.647,-4.407,-6.849577,470.688907,-0.156622,0.156787,21.695366,11.851,-74.109,54.317,128.426,-7.479,0.852017,391.151224,-0.023846,0.994624,19.777543,16.795,-86.543,68.84,155.383,-0.277,-10.513027,373.976897,-0.291632,1.881343,19.338482,2.76,-117.953,73.639,191.592,-8.913,0.292218,325.17606,-0.072715,-0.088989,18.032639,15.222,-55.129,53.788,108.917,0.755,hit
