@relation occ-dance-012013-062018-weka-code

@attribute duration_ms numeric
@attribute tempo numeric
@attribute 'time signature' numeric
@attribute mode numeric
@attribute key numeric
@attribute loudness numeric
@attribute danceability numeric
@attribute energy numeric
@attribute 'Beatdiff mean' numeric
@attribute 'Beatdiff variance' numeric
@attribute 'Beatdiff skewness' numeric
@attribute 'Beatdiff kurtosis' numeric
@attribute 'Beatdiff standard deviation' numeric
@attribute 'Beatdiff 80th percentile' numeric
@attribute 'Beatdiff min' numeric
@attribute 'Beatdiff max' numeric
@attribute 'Beatdiff range' numeric
@attribute 'Beatdiff median' numeric
@attribute 'Timbre 1 mean' numeric
@attribute 'Timbre 1 variance' numeric
@attribute 'Timbre 1 skewness' numeric
@attribute 'Timbre 1 kurtosis' numeric
@attribute 'Timbre 1 standard deviation' numeric
@attribute 'Timbre 1 80th percentile' numeric
@attribute 'Timbre 1 min' numeric
@attribute 'Timbre 1 max' numeric
@attribute 'Timbre 1 range' numeric
@attribute 'Timbre 1 median' numeric
@attribute 'Timbre 2 mean' numeric
@attribute 'Timbre 2 variance' numeric
@attribute 'Timbre 2 skewness' numeric
@attribute 'Timbre 2 kurtosis' numeric
@attribute 'Timbre 2 standard deviation' numeric
@attribute 'Timbre 2 80th percentile' numeric
@attribute 'Timbre 2 min' numeric
@attribute 'Timbre 2 max' numeric
@attribute 'Timbre 2 range' numeric
@attribute 'Timbre 2 median' numeric
@attribute 'Timbre 3 mean' numeric
@attribute 'Timbre 3 variance' numeric
@attribute 'Timbre 3 skewness' numeric
@attribute 'Timbre 3 kurtosis' numeric
@attribute 'Timbre 3 standard deviation' numeric
@attribute 'Timbre 3 80th percentile' numeric
@attribute 'Timbre 3 min' numeric
@attribute 'Timbre 3 max' numeric
@attribute 'Timbre 3 range' numeric
@attribute 'Timbre 3 median' numeric
@attribute 'Timbre 4 mean' numeric
@attribute 'Timbre 4 variance' numeric
@attribute 'Timbre 4 skewness' numeric
@attribute 'Timbre 4 kurtosis' numeric
@attribute 'Timbre 4 standard deviation' numeric
@attribute 'Timbre 4 80th percentile' numeric
@attribute 'Timbre 4 min' numeric
@attribute 'Timbre 4 max' numeric
@attribute 'Timbre 4 range' numeric
@attribute 'Timbre 4 median' numeric
@attribute 'Timbre 5 mean' numeric
@attribute 'Timbre 5 variance' numeric
@attribute 'Timbre 5 skewness' numeric
@attribute 'Timbre 5 kurtosis' numeric
@attribute 'Timbre 5 standard deviation' numeric
@attribute 'Timbre 5 80th percentile' numeric
@attribute 'Timbre 5 min' numeric
@attribute 'Timbre 5 max' numeric
@attribute 'Timbre 5 range' numeric
@attribute 'Timbre 5 median' numeric
@attribute 'Timbre 6 mean' numeric
@attribute 'Timbre 6 variance' numeric
@attribute 'Timbre 6 skewness' numeric
@attribute 'Timbre 6 kurtosis' numeric
@attribute 'Timbre 6 standard deviation' numeric
@attribute 'Timbre 6 80th percentile' numeric
@attribute 'Timbre 6 min' numeric
@attribute 'Timbre 6 max' numeric
@attribute 'Timbre 6 range' numeric
@attribute 'Timbre 6 median' numeric
@attribute 'Timbre 7 mean' numeric
@attribute 'Timbre 7 variance' numeric
@attribute 'Timbre 7 skewness' numeric
@attribute 'Timbre 7 kurtosis' numeric
@attribute 'Timbre 7 standard deviation' numeric
@attribute 'Timbre 7 80th percentile' numeric
@attribute 'Timbre 7 min' numeric
@attribute 'Timbre 7 max' numeric
@attribute 'Timbre 7 range' numeric
@attribute 'Timbre 7 median' numeric
@attribute 'Timbre 8 mean' numeric
@attribute 'Timbre 8 variance' numeric
@attribute 'Timbre 8 skewness' numeric
@attribute 'Timbre 8 kurtosis' numeric
@attribute 'Timbre 8 standard deviation' numeric
@attribute 'Timbre 8 80th percentile' numeric
@attribute 'Timbre 8 min' numeric
@attribute 'Timbre 8 max' numeric
@attribute 'Timbre 8 range' numeric
@attribute 'Timbre 8 median' numeric
@attribute 'Timbre 9 mean' numeric
@attribute 'Timbre 9 variance' numeric
@attribute 'Timbre 9 skewness' numeric
@attribute 'Timbre 9 kurtosis' numeric
@attribute 'Timbre 9 standard deviation' numeric
@attribute 'Timbre 9 80th percentile' numeric
@attribute 'Timbre 9 min' numeric
@attribute 'Timbre 9 max' numeric
@attribute 'Timbre 9 range' numeric
@attribute 'Timbre 9 median' numeric
@attribute 'Timbre 10 mean' numeric
@attribute 'Timbre 10 variance' numeric
@attribute 'Timbre 10 skewness' numeric
@attribute 'Timbre 10 kurtosis' numeric
@attribute 'Timbre 10 standard deviation' numeric
@attribute 'Timbre 10 80th percentile' numeric
@attribute 'Timbre 10 min' numeric
@attribute 'Timbre 10 max' numeric
@attribute 'Timbre 10 range' numeric
@attribute 'Timbre 10 median' numeric
@attribute 'Timbre 11 mean' numeric
@attribute 'Timbre 11 variance' numeric
@attribute 'Timbre 11 skewness' numeric
@attribute 'Timbre 11 kurtosis' numeric
@attribute 'Timbre 11 standard deviation' numeric
@attribute 'Timbre 11 80th percentile' numeric
@attribute 'Timbre 11 min' numeric
@attribute 'Timbre 11 max' numeric
@attribute 'Timbre 11 range' numeric
@attribute 'Timbre 11 median' numeric
@attribute 'Timbre 12 mean' numeric
@attribute 'Timbre 12 variance' numeric
@attribute 'Timbre 12 skewness' numeric
@attribute 'Timbre 12 kurtosis' numeric
@attribute 'Timbre 12 standard deviation' numeric
@attribute 'Timbre 12 80th percentile' numeric
@attribute 'Timbre 12 min' numeric
@attribute 'Timbre 12 max' numeric
@attribute 'Timbre 12 range' numeric
@attribute 'Timbre 12 median' numeric
@attribute hit {hit,non-hit}

@data
222200,125.082,4,0,6,-5.202,0.772,0.65,0.480161,0.000009,5.717982,60.390381,0.003025,0.48156,0.47263,0.51301,0.04038,0.48001,49.166021,40.106281,-2.692041,14.894297,6.332952,53.972,0,57.788,57.788,50.067,38.782852,2122.887216,-0.502956,3.44701,46.0748,71.434,-156.44,288.782,445.222,43.553,-16.736627,2615.52411,-0.247857,-0.161482,51.142195,27.286,-179.115,112.288,291.403,-13.808,-5.335542,1904.025666,0.262637,0.674093,43.635143,29.943,-150.278,148.832,299.11,-8.985,23.294207,689.720813,0.361044,1.653345,26.262536,43.763,-48.096,174.355,222.451,23.599,-24.275003,807.606372,0.061191,0.376617,28.418416,-1.3,-123.004,65.918,188.922,-24.93,-15.645183,588.54949,0.267684,-0.348684,24.260039,7.247,-89.987,55.372,145.359,-17.694,-2.005256,489.909647,-0.077188,0.523597,22.133903,15.843,-98.281,73.087,171.368,-1.902,-0.941097,185.085158,0.21081,-0.003768,13.604601,10.974,-36.864,45.186,82.05,-1.542,0.904094,208.633875,0.470105,0.986267,14.444164,12.422,-38.516,64.604,103.12,0.306,-11.329954,319.312363,-0.490434,1.224695,17.869313,3.082,-89.314,44.888,134.202,-10.495,-6.885395,271.966168,0.105892,0.122756,16.491397,7.182,-62.143,47.442,109.585,-7.469,hit
283706,123.954,4,1,7,-6.969,0.867,0.746,0.488235,0.000218,3.791443,13.851674,0.01475,0.4855,0.4756,0.56573,0.09013,0.48398,47.23266,24.638806,-1.299153,3.509762,4.963749,51.427,10.511,55.866,45.355,48.277,11.379137,7192.671293,0.360392,0.885882,84.809618,68.606,-190.775,308.285,499.06,16.3015,-22.411186,3939.282223,0.445042,0.192849,62.763701,34.8025,-177.627,184.3,361.927,-30.411,18.188921,2967.49404,-0.02871,0.444207,54.47471,62.0005,-196.244,243.794,440.038,18.803,36.961989,1593.292426,0.214882,-0.61384,39.916067,71.9795,-62.139,149.32,211.459,34.485,-33.542339,2332.428775,0.160351,0.425655,48.295225,1.2265,-159.147,183.357,342.504,-33.6615,1.555771,846.632016,-0.00116,0.852114,29.096942,23.7315,-86.918,100.951,187.869,2.401,9.238099,1109.604912,-0.483513,3.337564,33.310733,31.216,-165.302,114.435,279.737,9.045,-5.699476,311.321604,0.156809,0.572048,17.644308,7.9855,-58.96,51.317,110.277,-5.626,0.740219,592.143398,-0.251804,2.042958,24.333997,18.4455,-121.434,108.969,230.403,1.706,-18.767926,585.090149,-0.465231,0.629044,24.188637,1.0625,-127.224,53.681,180.905,-16.806,-5.019323,270.84291,-0.767096,1.593898,16.457306,6.787,-64.503,49.436,113.939,-3.22,non-hit
214049,126.743,4,1,4,-3.819,0.677,0.94,0.473415,0.000017,0.604944,9.158587,0.004085,0.47526,0.45612,0.49867,0.04255,0.47348,53.014953,19.127663,-4.508369,34.79477,4.373518,55.589,5.7,59.774,54.074,53.741,85.705577,1411.385424,0.5116,1.54336,37.56841,116.002,-31.639,272.934,304.573,84.864,-24.163613,1172.392188,0.283882,0.450498,34.240213,2.448,-120.702,121.295,241.997,-24.343,-18.418126,869.77622,0.154806,0.870311,29.491969,3.813,-120.69,87.63,208.32,-18.654,9.814947,699.418081,0.541389,1.263689,26.446514,28.993,-62.344,131.558,193.902,8.244,-22.268816,535.349907,0.378748,1.200769,23.13763,-4.947,-93.927,93.226,187.153,-23.561,-18.306912,387.45354,0.030002,0.226563,19.68384,-1.923,-84.63,45.265,129.895,-18.102,4.899954,630.146965,0.089641,1.84994,25.102728,22.605,-86.273,113.239,199.512,5.799,-15.266856,276.891919,-0.3172,0.408683,16.64007,-1.079,-74.481,33.718,108.199,-14.247,4.513938,279.878668,0.100174,0.717921,16.729575,17.067,-56.538,62.655,119.193,3.83,-12.139167,207.793227,-0.087838,0.35602,14.415035,-0.628,-65.29,49.021,114.311,-11.544,-3.04455,167.818762,-0.548325,0.630637,12.954488,7.338,-55.07,37.005,92.075,-1.32,hit
263088,128.03,4,1,9,-3.417,0.661,0.95,0.468782,0.000039,0.620365,6.616133,0.00621,0.47036,0.44638,0.49999,0.05361,0.46871,52.898696,22.648407,-4.716377,31.592036,4.759034,55.497,10.906,58.256,47.35,53.951,78.426993,2083.178807,-1.868886,7.792838,45.641854,108.607,-211.967,226.554,438.521,83.809,-10.791426,1732.839133,0.287373,2.777675,41.627384,13.068,-180.539,159.128,339.667,-13.497,-6.599758,1604.352734,0.292503,21.040446,40.054372,18.013,-414.059,361.172,775.231,-4.017,14.304993,594.217621,0.67816,0.92104,24.376579,33.043,-69.241,120.025,189.266,9.755,-34.782572,913.176156,0.267916,0.998114,30.218805,-12.064,-151.708,94.41,246.118,-36.413,0.423383,480.666935,-0.202943,0.070912,21.924118,18.867,-67.459,93.918,161.377,1.606,8.500231,236.981578,0.114094,2.347334,15.394206,19.993,-60.188,92.739,152.927,8.471,-3.535513,162.065568,-0.454903,0.753079,12.730498,7.158,-51.877,35.049,86.926,-3.367,3.334291,193.458175,0.10746,1.770453,13.908924,14.212,-53.777,91.611,145.388,2.919,-12.795495,391.004328,-2.54725,21.423304,19.773829,0.833,-209.845,39.474,249.319,-11.688,3.624608,136.582391,0.216866,0.486997,11.686847,13.408,-34.546,47.921,82.467,2.976,non-hit
219427,93.939,4,0,0,-8.651,0.483,0.648,0.585838,0.006964,-0.684067,-1.447465,0.083448,0.64455,0.44031,0.68858,0.24827,0.637115,45.990595,16.017525,-1.809598,7.10264,4.00219,49.072,17.123,53.864,36.741,46.7235,36.745564,2772.455835,0.293148,0.48546,52.654115,82.234,-139.414,253.038,392.452,32.3485,11.226084,2540.689331,-0.229437,0.106083,50.405251,52.19,-164.792,154.427,319.219,14.1605,-0.587781,2431.599421,1.71656,11.379095,49.31125,34.623,-193.098,384.289,577.387,-7.245,23.211813,928.40037,0.391746,0.850902,30.469663,48.501,-61.91,153.756,215.666,21.1345,-17.19495,1374.150207,-0.503505,5.75652,37.069532,7.84,-270.082,111.658,381.74,-20.2815,-9.470762,680.474742,0.133003,0.082344,26.085911,11.708,-97.992,75.761,173.753,-9.8685,0.146282,637.627935,-0.007044,1.502129,25.251296,18.799,-111.304,99.389,210.693,0.372,-8.232687,228.177712,0.317061,0.617441,15.105552,3.573,-52.19,49.629,101.819,-8.9175,1.266207,405.854082,0.24043,1.995425,20.14582,15.934,-74.484,111.597,186.081,0.4575,-14.153314,463.721225,-0.797678,2.33471,21.534187,2.112,-149.941,55.544,205.485,-11.904,-0.231409,177.61032,-0.09847,0.179337,13.327052,11.303,-45.343,42.387,87.73,-0.3035,hit
201200,105.038,4,1,10,-6.89,0.708,0.695,0.571241,0.000102,-0.101771,2.082427,0.010092,0.57864,0.53412,0.61053,0.07641,0.57136,45.862662,47.518997,-1.933264,5.715257,6.893402,50.906,0,55.624,55.624,47.492,-0.103359,3988.875513,0.028777,1.321314,63.157545,48.021,-213.775,281.012,494.787,-0.579,-28.399006,2428.443293,0.398027,1.045799,49.279238,8.506,-171.538,153.723,325.261,-30.063,-14.498948,2732.128466,0.22563,2.020371,52.269766,25.757,-215.265,281.321,496.586,-16.13,32.010688,700.872072,0.102225,0.673446,26.473989,54.148,-71.58,142.397,213.977,31.145,-17.336189,1109.242253,0.192217,1.120278,33.305289,7.156,-119.257,111.785,231.042,-17.83,1.9552,555.466254,-0.284179,0.132894,23.568332,21.098,-77.41,66.41,143.82,4.594,-5.504034,1057.525399,-0.202224,1.102726,32.519616,17.396,-120.647,102.283,222.93,-3.85,-13.97914,256.071721,-0.018233,0.443279,16.002241,-0.747,-61.289,54.594,115.883,-13.446,-2.965599,527.329465,0.419952,0.614739,22.963655,16.289,-75.968,88.379,164.347,-5.702,-15.686276,553.814248,-0.460252,1.285618,23.533258,2.765,-137.273,68.746,206.019,-13.833,-3.380987,186.050075,0.021761,0.178676,13.640017,7.661,-49.606,40.481,90.087,-3.36,hit
243461,124.025,4,1,2,-4.572,0.646,0.845,0.484041,0.000008,0.380708,5.942247,0.00278,0.485585,0.47192,0.49848,0.02656,0.48394,51.792499,16.559229,-1.421764,6.657103,4.069303,55.568,17.802,58.608,40.806,52.393,37.900203,2535.639879,-0.081589,-0.681545,50.355138,85.56,-98.885,235.711,334.596,37.469,31.824023,920.966562,-0.187267,0.358038,30.347431,56.724,-65.764,128.355,194.119,31.682,3.965806,1176.09808,-0.845884,15.496845,34.294286,25.509,-346.586,238.861,585.447,3.998,23.936047,509.932728,0.381928,-0.039036,22.58169,43.026,-36.863,106.965,143.828,22.142,-23.158014,516.673498,0.905447,5.881194,22.730453,-6.859,-93.658,167.965,261.623,-24.733,-3.628376,339.994684,-0.095252,0.507288,18.438945,10.901,-63.743,72.148,135.891,-2.757,-2.280283,361.953621,0.605229,3.929509,19.025079,11.355,-58.097,144.024,202.121,-2.274,-11.10061,204.832642,0.361711,-0.013464,14.311975,1.873,-49.097,34.739,83.836,-12.778,-1.608365,225.50196,0.493068,3.982415,15.016723,8.336,-54.482,109.84,164.322,-1.213,-7.290504,213.674073,-0.189498,0.422787,14.617595,4.697,-61.466,34.663,96.129,-7.079,1.876757,132.639244,-0.463407,1.464866,11.516911,11.059,-51.739,36.888,88.627,1.978,hit
235267,128.015,4,0,9,-7.445,0.722,0.566,0.469014,0.000017,0.440176,10.346035,0.004173,0.47044,0.44449,0.48856,0.04407,0.468815,46.056244,58.903803,-2.044439,5.877704,7.674881,51.924,0,56.296,56.296,47.319,24.379719,4516.830255,-0.558804,0.476639,67.207368,77.784,-203.655,206.061,409.716,30.5065,8.053031,1858.208116,0.212336,0.414503,43.106938,42.46,-149.924,154.122,304.046,6.0245,-7.296442,1593.646834,-0.11772,0.712423,39.920506,23.471,-148.329,129.357,277.686,-7.3305,18.116532,907.308987,0.225516,-0.152748,30.12157,42.841,-68.429,107.786,176.215,16.663,-23.509115,897.256933,0.773855,0.792588,29.954247,0.422,-100.686,93.98,194.666,-28.13,-0.958978,757.196596,-0.247305,0.531861,27.517205,21.265,-97.558,87.911,185.469,0.286,10.378109,545.893909,0.117398,1.079709,23.364373,27.417,-90.869,90.544,181.413,10.1135,-3.735534,257.789142,-0.17964,0.248911,16.055813,10.585,-78.479,42.89,121.369,-3.304,3.424579,258.401615,0.463468,1.521449,16.074875,15.438,-46.5,72.852,119.352,2.437,-8.601112,305.268842,-0.379146,0.285345,17.471944,5.972,-72.708,46.495,119.203,-6.9825,-0.88583,144.512149,-0.255296,0.46102,12.021321,9.349,-46.633,34.27,80.903,-0.585,hit
201920,140,4,0,1,-10.286,0.597,0.767,0.429476,0.000028,2.187787,7.677145,0.005308,0.43086,0.41124,0.4582,0.04696,0.42845,47.272,17.809773,-2.872281,10.315851,4.220163,49.835,22.116,52.232,30.116,48.3915,47.041394,3157.064655,-1.304092,3.312062,56.187763,94.076,-223.507,199.78,423.287,55.1425,19.387409,1555.959608,-0.146972,-0.032696,39.445654,52.88,-99.66,134.924,234.584,20.2995,-1.246145,1085.918187,0.226372,11.222559,32.953273,21.16,-166.039,305.252,471.291,1.3515,47.9142,1038.196082,0.278156,0.323372,32.22105,74.387,-44.499,182.124,226.623,46.346,-32.619848,576.292341,0.898827,5.444127,24.00609,-14.393,-92.682,164.2,256.882,-33.529,-12.208612,627.662804,-0.394829,0.449738,25.053199,7.968,-104.989,61.141,166.13,-10.3675,-1.155793,405.446096,0.462461,4.050865,20.135692,14.25,-86.838,143.052,229.89,-1.822,-17.73984,202.710761,-0.040396,0.083055,14.237653,-6.255,-62.434,26.235,88.669,-17.3035,-0.676597,185.008363,0.305289,3.364741,13.601778,10.679,-51.42,96.837,148.257,-1.31,-5.42159,212.687659,-0.180727,1.878433,14.583815,5.161,-77.75,68.951,146.701,-4.7525,-1.24611,176.585006,-0.155397,0.036816,13.288529,10.11,-44.743,39.456,84.199,-0.795,non-hit
247427,124.102,4,1,2,-5.659,0.518,0.784,0.483336,0.000059,0.438732,3.612679,0.00771,0.48603,0.46028,0.51792,0.05764,0.48353,51.491908,16.756231,-3.374154,27.73544,4.093438,53.969,0,57.763,57.763,52.6,68.926428,2250.000712,-0.114785,1.629402,47.434172,106.781,-185.516,253.122,438.638,67.434,16.404971,2040.191599,1.150228,3.154363,45.16848,45.15,-126.616,237.711,364.327,10.995,-10.128334,1144.454653,2.0406,29.024558,33.829789,10.75,-144.297,424.867,569.164,-8.768,16.135017,857.522473,0.535712,0.300762,29.283485,40.123,-60.903,130.977,191.88,12.494,-27.920629,431.147722,0.186539,2.687939,20.764097,-15.56,-107.943,57.325,165.268,-28.7,7.464926,846.156656,-0.614305,-0.095298,29.088772,32.629,-87.544,66.883,154.427,12.436,0.019017,342.070795,-0.054978,1.779629,18.495156,14.407,-81.615,101.437,183.052,0.384,-12.385495,392.4415,0.543112,0.262636,19.810136,3.586,-67.188,57.018,124.206,-15.37,-1.259084,210.7779,-0.108216,2.630038,14.518192,8.518,-71.322,54.2,125.522,-0.934,-8.35877,212.433636,-0.710386,3.834412,14.575103,2.386,-103.929,37.071,141,-8.021,3.612735,218.987514,-0.337106,0.294634,14.798227,15.405,-43.846,45.07,88.916,4.585,hit
183581,124.036,4,0,6,-7.073,0.907,0.616,0.483446,0.000016,-3.891209,24.922717,0.003988,0.4848,0.45476,0.49759,0.04283,0.48382,47.773511,37.275725,-3.337482,17.558669,6.105385,51.755,0,55.569,55.569,48.8545,100.434314,6339.058515,-0.442234,1.894545,79.618205,156.179,-221.922,387.816,609.738,109.923,-43.648248,4494.017145,0.923854,1.422992,67.037431,4.835,-187.216,233.272,420.488,-50.5635,21.094679,3975.101928,0.533615,3.992118,63.048409,60.934,-287.585,340.117,627.702,16.2045,-9.428797,791.910729,1.093749,1.275826,28.140908,11.598,-57.629,115.633,173.262,-16.1955,-19.850814,1805.972581,0.676703,2.700884,42.496736,11.47,-170.677,187.682,358.359,-25.2,-1.54409,1099.627342,0.132923,-0.150478,33.160629,25.312,-102.458,93.596,196.054,-2.51,4.623553,1460.95623,0.033874,0.45377,38.222457,33.311,-152.032,134.664,286.696,5.465,-9.833227,285.491259,0.326042,0.715645,16.896487,2.873,-61.917,55.803,117.72,-9.9175,1.119779,536.133715,0.353887,2.239026,23.154561,15.811,-87.842,115.694,203.536,-0.076,-23.393401,695.519521,-0.369455,1.212375,26.372704,-1.318,-134.582,82.942,217.524,-20.534,8.377956,164.85805,-0.055023,-0.010139,12.839706,19.027,-35.353,44.878,80.231,8.8595,hit
163999,119.972,4,0,9,-5.488,0.939,0.618,0.500032,0.000005,0.367997,4.208324,0.002341,0.50148,0.49048,0.51349,0.02301,0.49998,47.591142,62.49491,-2.685009,10.544161,7.905372,52.875,0,58.212,58.212,49.873,38.642252,4966.13968,-0.812213,0.97598,70.470843,99.324,-217.007,185.057,402.064,43.487,-4.402883,2255.745576,0.080278,0.032756,47.49469,34.437,-138.129,132.008,270.137,-6.587,14.748517,3431.527032,-0.698637,2.491317,58.579237,60.002,-271.202,214.421,485.623,15.936,40.274493,1002.24653,0.149127,-0.198232,31.658277,67.323,-64.484,137.828,202.312,40.868,2.82376,2185.619406,0.973296,1.924272,46.750609,36.748,-97.885,228.916,326.801,-3.183,-15.269895,820.239704,-0.061701,-0.161819,28.639827,8.661,-90.562,66.191,156.753,-15.977,2.665239,1102.0329,0.456801,0.854187,33.196881,28.14,-102.544,132.667,235.211,0.102,-8.977244,368.840363,-0.189133,0.049891,19.205217,6.639,-71.242,45.199,116.441,-8.986,1.750341,562.240448,0.058476,0.429688,23.71161,21.61,-77.408,85.737,163.145,1.013,-23.534145,732.162243,-0.109123,1.187525,27.058497,-0.976,-135.842,103.747,239.589,-22.469,-10.669203,233.004705,-0.044346,-0.394977,15.264492,2.927,-50.845,27.846,78.691,-10.761,non-hit
198733,149.109,4,1,6,-3.66,0.49,0.798,0.402236,0.000015,-1.749873,9.645171,0.003877,0.40437,0.37669,0.41674,0.04005,0.40257,54.142256,13.803758,-5.838184,70.268681,3.715341,56.251,0,58.673,58.673,55.1375,53.736655,1135.768265,-0.15641,0.7499,33.701161,79.3,-49.519,176.932,226.451,54.3305,32.39597,2047.361947,-0.444858,0.756198,45.247784,65.949,-127.442,171.136,298.578,38.244,-4.36723,1354.064472,1.401998,21.10636,36.797615,16.405,-214.92,384.987,599.907,-1.8475,22.700598,668.525255,0.185354,0.808764,25.855855,42.387,-68.709,111.904,180.613,21.9865,-26.479957,548.735344,1.82192,10.041592,23.425101,-13.606,-104.532,166.338,270.87,-29.565,15.33982,831.63863,-0.135806,0.153139,28.838145,39.537,-73.125,108.998,182.123,16.215,4.211579,324.694366,0.031631,2.359779,18.019278,17.364,-66.519,85.455,151.974,5.387,-10.208145,239.304929,-0.098235,-0.319152,15.469484,3.473,-64.28,32.113,96.393,-9.366,0.521538,221.486752,0.040867,1.034652,14.882431,11.908,-53.497,53.112,106.609,-0.094,-12.445352,258.012342,-1.140069,4.152138,16.062763,-0.583,-111.068,39.506,150.574,-10.7715,-1.328723,215.688697,0.54048,1.537209,14.686344,9.706,-49.742,61.148,110.89,-2.0545,non-hit
191000,123.022,4,0,1,-3.942,0.625,0.864,0.487909,0.000019,-1.051056,17.468349,0.004334,0.48921,0.45176,0.50697,0.05521,0.48767,52.31851,23.985728,-2.48295,14.860866,4.897523,56.3,5.768,59.583,53.815,53.277,46.309971,1270.574367,0.063518,0.941472,35.645117,74.123,-66.132,213.115,279.247,47.2235,2.433135,1872.353769,0.004281,1.153622,43.270703,30.565,-148.729,165.053,313.782,6.384,-10.054535,890.948366,0.092427,1.278243,29.848758,11.56,-113.907,105.993,219.9,-10.19,27.220359,865.676568,0.619729,-0.068486,29.422382,51.368,-25.374,136.846,162.22,23.885,-30.022776,660.877575,-0.106208,1.207357,25.707539,-11.656,-111.619,67.842,179.461,-28.172,10.146229,631.884567,-0.126475,0.22227,25.137314,30.329,-72.409,88.436,160.845,10.856,1.119068,245.154909,0.1301,0.158774,15.657423,14.095,-45.443,60.549,105.992,0.995,-11.592369,362.179465,0.448349,0.642609,19.031013,2.73,-67.256,60.843,128.099,-13.947,0.387165,186.435037,-0.195123,0.362492,13.654122,11.961,-56.907,39.303,96.21,0.626,-11.113433,217.82728,-0.029108,0.781379,14.758973,0.659,-55.508,58.631,114.139,-10.812,-3.766491,197.319095,-0.278128,0.049663,14.047032,8.241,-44.52,36.6,81.12,-3.227,hit
247933,127.985,4,0,0,-3.715,0.725,0.874,0.468694,0.000002,-0.477946,4.343999,0.001361,0.46966,0.46113,0.47418,0.01305,0.468635,51.336575,37.761208,-2.603626,11.564667,6.145015,55.615,0.864,58.382,57.518,53.29,42.018842,2491.335324,-0.503201,0.746254,49.913278,78.372,-119.918,233.963,353.881,47.203,-17.270818,1641.501824,0.119423,0.36237,40.515452,12.384,-129.339,140.494,269.833,-16.898,20.617006,2021.975813,0.408759,0.263351,44.966385,53.325,-101.158,149.156,250.314,16.356,21.035391,718.522726,0.206329,-0.373456,26.805274,45.451,-50.609,108.123,158.732,20.322,-37.843009,1065.707153,0.215216,1.070615,32.64517,-13.454,-150.935,95.63,246.565,-41.2,0.76706,382.565803,0.013844,0.670938,19.559289,15.15,-75.404,65.073,140.477,0.289,6.128309,411.656542,-0.027163,1.385676,20.289321,21.049,-79.609,84.476,164.085,5.314,-5.333781,260.309829,-0.312411,0.195527,16.13412,8.206,-60.278,44.319,104.597,-3.847,1.690658,260.08494,-0.257231,0.47926,16.127149,14.058,-51.021,56.216,107.237,3.267,-18.059034,345.023681,0.04669,-0.136856,18.574813,-3.201,-80.645,38.627,119.272,-17.564,-2.131825,238.463253,-0.161487,0.273647,15.442255,11.089,-62.694,59.617,122.311,-2.347,hit
314063,127.998,4,1,5,-5.089,0.791,0.981,0.468813,0.00002,1.065653,23.847554,0.004488,0.46969,0.44279,0.50321,0.06042,0.46872,49.424693,29.257505,-1.368025,9.268533,5.409021,54.364,0,59.627,59.627,49.103,105.793455,3689.78908,0.3628,0.676995,60.743634,148.736,-76.1,327.598,403.698,101.192,0.572538,2784.032773,-0.259187,-0.380321,52.763934,42.353,-120.689,142.685,263.374,7.25,17.815068,2932.399747,0.758393,0.586438,54.151637,66.188,-124.335,203.328,327.663,7.045,30.352239,1119.013349,0.321393,-0.248525,33.451657,56.069,-44.812,120.645,165.457,28.884,-35.222959,862.191249,0.847709,2.641047,29.363093,-15.895,-122.936,168.988,291.924,-38.099,-6.72783,605.765683,-0.140566,0.107898,24.612308,12.233,-78.595,69.068,147.663,-4.861,7.520404,404.71954,0.20712,0.077781,20.117643,23.685,-50.696,76.962,127.658,6.357,-8.47896,139.540543,0.145922,0.208279,11.812728,1.837,-48.783,34.228,83.011,-8.906,3.019165,198.56802,0.327244,2.708997,14.091417,12.465,-42.975,65.496,108.471,3.691,-14.75862,346.826522,-1.185283,2.0148,18.623279,-1.955,-96.075,39.879,135.954,-10.625,-0.021035,230.359374,0.355893,2.393401,15.177594,11.495,-56.881,79.982,136.863,1.384,non-hit
258240,83.358,4,0,3,-14.364,0.153,0.278,0.723858,0.000447,0.66125,0.041397,0.021137,0.74045,0.68371,0.78475,0.10104,0.72049,43.55358,17.357498,-2.785385,22.978226,4.166233,46.043,0,52.438,52.438,43.8,-126.06175,1623.410818,1.25518,4.150798,40.291573,-92.439,-207.701,171.13,378.831,-133.204,45.053999,820.202141,1.341343,2.319553,28.639171,62.958,-41.326,161.45,202.776,38.733,-8.708856,284.276168,0.485262,2.930841,16.860491,3.35,-109.246,84.58,193.826,-10.417,12.955612,313.97377,1.557201,3.648423,17.719305,22.759,-25.966,89.763,115.729,9.814,-36.090686,85.641964,1.088767,12.85257,9.254294,-29.374,-68.209,56.127,124.336,-35.643,5.847968,218.185032,-0.452516,1.124498,14.771088,17.25,-48.324,52.105,100.429,6.542,4.445623,84.80282,2.688657,36.018484,9.208845,10.873,-48.221,122.334,170.555,3.933,-9.499497,72.413983,-0.358959,1.538278,8.509641,-2.845,-57.283,21.499,78.782,-9.228,-2.87114,59.027553,0.755956,6.44339,7.682939,3.281,-31.86,62.06,93.92,-3.078,0.360371,64.373615,-0.202783,0.626393,8.023317,6.972,-29.151,31.088,60.239,0.701,-1.379298,80.541883,-0.587598,0.976407,8.974513,5.707,-31.523,31.132,62.655,-0.657,non-hit
