@RELATION api/public/arff/genre_classification.arff 

@ATTRIBUTE speechiness numeric 
@ATTRIBUTE acousticness numeric 
@ATTRIBUTE instrumentalness numeric 
@ATTRIBUTE liveness numeric 
@ATTRIBUTE valence numeric 
@ATTRIBUTE duration_ms numeric 
@ATTRIBUTE tempo numeric 
@ATTRIBUTE time_signature {0,1,2,3,4,5} 
@ATTRIBUTE mode {0,1} 
@ATTRIBUTE key {0,1,2,3,4,5,6,7,8,9,10,11} 
@ATTRIBUTE loudness numeric 
@ATTRIBUTE danceability numeric 
@ATTRIBUTE energy numeric 
@ATTRIBUTE genre {1,2,3} 

@DATA 
0.0331, 0.00212, 0, 0.358, 0.608, 183493, 135.342, 4, 1, 3, -5.497, 0.663, 0.72, 2 
0.131, 0.000843, 0.0000889, 0.363, 0.319, 301265, 93.338, 4, 0, 4, -3.844, 0.358, 0.981, 2 
0.0312, 0.000139, 0.0661, 0.103, 0.411, 226280, 118.156, 4, 0, 6, -6.989, 0.593, 0.798, 2 
0.148, 0.00291, 0.0207, 0.343, 0.115, 299147, 74.921, 4, 1, 8, -6.651, 0.236, 0.974, 2 
0.124, 0.00895, 0.00000185, 0.396, 0.32, 235893, 189.931, 4, 0, 4, -3.169, 0.316, 0.945, 2 
0.189, 0.002, 0, 0.281, 0.236, 169907, 173.82, 4, 1, 11, -4.368, 0.266, 0.988, 2 
0.0492, 0.00658, 0.000118, 0.105, 0.275, 238493, 144.585, 4, 0, 6, -7.789, 0.574, 0.703, 2 
0.0892, 0.0000614, 0.00042, 0.207, 0.413, 205720, 130.072, 4, 1, 2, -3.965, 0.548, 0.948, 2 
0.0356, 0.018, 0, 0.16, 0.202, 230360, 93.01, 4, 0, 1, -4.97, 0.212, 0.809, 2 
0.0276, 0.00797, 0, 0.0997, 0.516, 293960, 107.849, 4, 0, 7, -5.477, 0.614, 0.568, 2 
0.0312, 0.148, 0, 0.154, 0.266, 226027, 133.728, 4, 1, 7, -5.55, 0.455, 0.595, 2 
0.156, 0.000471, 0.00168, 0.214, 0.386, 160307, 160.935, 4, 1, 8, -4.203, 0.266, 0.979, 2 
0.0499, 0.000031, 0.000343, 0.189, 0.327, 215267, 109.511, 4, 0, 1, -1.906, 0.41, 0.922, 2 
0.0445, 0.0247, 0.00245, 0.0625, 0.316, 254227, 116.36, 4, 0, 4, -5.098, 0.487, 0.821, 2 
0.0471, 0.000238, 0.00415, 0.218, 0.466, 309333, 159.774, 4, 0, 2, -4.359, 0.345, 0.867, 2 
0.0723, 0.00909, 0, 0.418, 0.242, 194827, 143.082, 4, 1, 11, -3.624, 0.302, 0.943, 2 
0.0323, 0.0193, 0.518, 0.108, 0.717, 323600, 126.477, 4, 0, 9, -8.317, 0.614, 0.677, 2 
0.036, 0.000691, 0.104, 0.112, 0.348, 242693, 131.358, 4, 1, 2, -4.89, 0.484, 0.899, 2 
0.313, 0.0147, 0, 0.275, 0.542, 249133, 185.438, 4, 1, 4, -2.94, 0.466, 0.98, 2 
0.201, 0.235, 0.000353, 0.552, 0.45, 245960, 188.899, 4, 0, 4, -1.357, 0.435, 0.92, 2 
0.229, 0.00285, 0.00251, 0.102, 0.532, 149333, 175.026, 4, 1, 2, -3.338, 0.412, 0.953, 2 
0.0424, 0.00124, 0.00000406, 0.0945, 0.354, 244333, 112.03, 3, 0, 5, -6.024, 0.489, 0.797, 2 
0.131, 0.111, 0, 0.0731, 0.594, 162600, 135.095, 4, 1, 4, -3.554, 0.554, 0.978, 2 
0.034, 0.0295, 0, 0.0724, 0.535, 232933, 79.925, 4, 1, 2, -3.902, 0.493, 0.865, 2 
0.0839, 0.00347, 0.0156, 0.332, 0.42, 229093, 158.463, 4, 1, 7, -2.835, 0.482, 0.931, 2 
0.0484, 0.00034, 0.0000226, 0.342, 0.487, 208880, 136.214, 4, 1, 2, -4.247, 0.401, 0.848, 2 
0.0367, 0.0887, 0.00326, 0.263, 0.344, 256960, 117.111, 4, 1, 2, -2.312, 0.558, 0.924, 2 
0.112, 0.00118, 0.000552, 0.971, 0.337, 185427, 94.933, 4, 0, 9, -6.554, 0.371, 0.924, 2 
0.0678, 0.00131, 0.0228, 0.0953, 0.498, 441133, 185.252, 4, 0, 2, -2.642, 0.249, 0.949, 2 
0.0356, 0.058, 0.16, 0.698, 0.269, 235400, 84.007, 4, 1, 5, -5.635, 0.458, 0.724, 2 
0.101, 0.0000132, 0.00552, 0.481, 0.202, 268307, 143.719, 4, 0, 10, -5.548, 0.416, 0.935, 2 
0.0639, 0.0404, 0.0000177, 0.304, 0.886, 256720, 82.043, 4, 1, 9, -2.386, 0.49, 0.985, 2 
0.0687, 0.174, 0.617, 0.165, 0.774, 120080, 107.438, 4, 1, 7, -4.831, 0.687, 0.98, 2 
0.0801, 0.00227, 0.508, 0.103, 0.365, 208533, 100.074, 4, 1, 2, -5.644, 0.314, 0.912, 2 
0.0472, 0.0000427, 0.0366, 0.252, 0.659, 210960, 163.745, 4, 1, 2, -5.662, 0.408, 0.917, 2 
0.0435, 0.000491, 0.00000222, 0.158, 0.605, 232067, 139.51, 3, 1, 1, -5.46, 0.522, 0.751, 2 
0.0555, 0.00107, 0.0000921, 0.162, 0.445, 255160, 120.123, 3, 1, 1, -4.754, 0.46, 0.854, 2 
0.0386, 0.0000172, 0.576, 0.106, 0.155, 260733, 121.035, 4, 1, 9, -4.559, 0.383, 0.725, 2 
0.0316, 0.000306, 0.0000257, 0.35, 0.286, 265467, 94.366, 4, 1, 4, -4.111, 0.344, 0.806, 2 
0.167, 0.107, 0.399, 0.128, 0.124, 259480, 88.741, 4, 1, 2, -7.179, 0.221, 0.92, 2 
0.0786, 0.000053, 0.415, 0.119, 0.502, 196547, 145.1, 4, 1, 9, -5.685, 0.435, 0.916, 2 
0.0984, 0.000101, 0.00104, 0.0575, 0.0993, 292720, 138.113, 4, 1, 2, -2.231, 0.187, 0.975, 2 
0.0325, 0.000607, 0, 0.194, 0.291, 217693, 103.218, 4, 1, 4, -4.053, 0.478, 0.788, 2 
0.0668, 0.00000173, 0.685, 0.133, 0.671, 142800, 91.417, 4, 0, 4, -3.594, 0.153, 0.932, 2 
0.139, 0.0508, 0.00000507, 0.0981, 0.552, 124893, 92.857, 4, 1, 4, -2.492, 0.262, 0.974, 2 
0.0706, 0.000913, 0, 0.364, 0.606, 171027, 173.705, 4, 1, 6, -2.568, 0.277, 0.941, 2 
0.0475, 0.0000605, 0.00229, 0.353, 0.25, 244493, 93.027, 4, 1, 1, -3.891, 0.544, 0.874, 2 
0.0515, 0.222, 0.00000384, 0.216, 0.953, 134907, 146.469, 4, 1, 11, -3.97, 0.598, 0.911, 2 
0.0388, 0.245, 0.0118, 0.0508, 0.908, 253400, 143.906, 4, 1, 5, -7.164, 0.713, 0.667, 2 
0.0576, 0.0000249, 0.11, 0.303, 0.285, 192493, 103.103, 4, 0, 2, -3.271, 0.534, 0.936, 2 
0.0393, 0.103, 0.000399, 0.102, 0.66, 201507, 161.194, 4, 0, 2, -6.311, 0.288, 0.86, 2 
0.098, 0.0157, 0.74, 0.233, 0.342, 276933, 123.889, 4, 0, 4, -2.177, 0.411, 0.976, 2 
0.101, 0.0211, 0.0595, 0.135, 0.38, 198387, 107.293, 4, 1, 6, -4.029, 0.448, 0.966, 2 
0.0425, 0.000118, 0.163, 0.322, 0.537, 203733, 156.239, 4, 1, 0, -3.924, 0.261, 0.887, 2 
0.0488, 0.00176, 0.00153, 0.0612, 0.587, 230946, 119.666, 4, 1, 11, -3.997, 0.598, 0.908, 2 
0.0855, 0.00148, 0.000582, 0.152, 0.537, 213800, 105.046, 4, 1, 2, -3.435, 0.613, 0.953, 2 
0.0374, 0.000502, 0.326, 0.236, 0.764, 304739, 130.014, 4, 1, 1, -4.249, 0.733, 0.747, 2 
0.084, 0.00128, 0, 0.0823, 0.733, 184322, 117.962, 4, 1, 4, -4.576, 0.63, 0.936, 2 
0.032, 0.00101, 0.00457, 0.127, 0.767, 238027, 110.996, 4, 1, 4, -6.349, 0.574, 0.659, 2 
0.0547, 0.00295, 0, 0.268, 0.71, 141293, 150.974, 4, 1, 6, -4.692, 0.477, 0.917, 2 
0.0424, 0.000717, 0.000439, 0.0552, 0.649, 183347, 157.209, 4, 1, 7, -3.986, 0.238, 0.954, 2 
0.0829, 0.000616, 0.00000828, 0.078, 0.57, 232107, 103.8, 4, 1, 9, -4.621, 0.302, 0.923, 2 
0.072, 0.000191, 0.00253, 0.132, 0.346, 205920, 141.084, 4, 1, 7, -4.42, 0.461, 0.937, 2 
0.111, 0.000793, 0.00225, 0.113, 0.595, 260093, 178.142, 4, 1, 2, -6.058, 0.576, 0.873, 2 
0.0314, 0.0447, 0.00199, 0.136, 0.357, 322160, 121.382, 3, 0, 7, -6.884, 0.46, 0.711, 2 
0.244, 0.0000372, 0.104, 0.342, 0.0904, 213200, 118.589, 3, 1, 0, -5.657, 0.284, 0.965, 2 
0.117, 0.000172, 0.00000278, 0.189, 0.534, 285570, 184.981, 4, 0, 4, -5.819, 0.492, 0.896, 2 
0.0556, 0.00242, 0.00686, 0.0866, 0.428, 237040, 118.211, 4, 0, 9, -5.883, 0.585, 0.842, 2 
0.0381, 0.0046, 0, 0.639, 0.243, 185587, 110.018, 4, 1, 9, -4.153, 0.496, 0.863, 2 
0.0408, 0.00178, 0.00148, 0.573, 0.557, 211040, 177.746, 4, 0, 3, -5.956, 0.391, 0.805, 2 
0.0305, 0.16, 0, 0.0367, 0.937, 186267, 93.126, 4, 1, 5, -3.546, 0.719, 0.815, 2 
0.0391, 0.000616, 0.000247, 0.226, 0.597, 207467, 163.118, 4, 0, 11, -5.659, 0.455, 0.858, 2 
0.0851, 0.000819, 0.000752, 0.0623, 0.171, 236333, 90.905, 3, 1, 4, -4.658, 0.262, 0.867, 2 
0.0527, 0.00244, 0, 0.123, 0.504, 223228, 104.069, 4, 1, 4, -1.438, 0.525, 0.989, 2 
0.0852, 0.0695, 0.456, 0.262, 0.525, 184720, 115.657, 4, 0, 4, -2.413, 0.374, 0.925, 2 
0.0882, 0.00497, 0.125, 0.0782, 0.563, 350360, 161.764, 4, 0, 10, -3.063, 0.483, 0.978, 2 
0.0984, 0.0119, 0.00000598, 0.336, 0.352, 188547, 127.604, 4, 0, 7, -4.596, 0.279, 0.957, 2 
0.0535, 0.00744, 0.000109, 0.214, 0.461, 214947, 175.021, 4, 0, 11, -4.82, 0.367, 0.86, 2 
0.0775, 0.000542, 0.00341, 0.137, 0.296, 298000, 163.824, 4, 1, 7, -3.846, 0.348, 0.917, 2 
0.078, 0.0000818, 0.769, 0.0921, 0.236, 250893, 97.502, 4, 1, 6, -4.393, 0.224, 0.967, 2 
0.0289, 0.253, 0.591, 0.108, 0.678, 238800, 116.643, 4, 0, 8, -4.932, 0.582, 0.824, 2 
0.0949, 0.00364, 0.000106, 0.665, 0.419, 263773, 169.51, 3, 0, 6, -3.424, 0.227, 0.853, 2 
0.0931, 0.000455, 0.00000122, 0.361, 0.299, 215760, 157.108, 4, 1, 1, -6.029, 0.259, 0.912, 2 
0.0355, 0.00783, 0, 0.147, 0.623, 240213, 162.527, 4, 0, 9, -3.318, 0.395, 0.877, 2 
0.0882, 0.0000934, 0.46, 0.301, 0.537, 199880, 183.016, 4, 0, 7, -2.322, 0.487, 0.985, 2 
0.0413, 0.0108, 0.0000136, 0.187, 0.879, 165507, 122.619, 4, 0, 11, -5.019, 0.692, 0.727, 2 
0.0485, 0.000127, 0.00393, 0.087, 0.5, 180093, 94.11, 4, 1, 8, -2.985, 0.539, 0.961, 2 
0.0841, 0.321, 0.0000216, 0.111, 0.699, 350827, 91.066, 4, 0, 4, -11.399, 0.612, 0.396, 2 
0.0921, 0.00421, 0.00000786, 0.375, 0.483, 212293, 112.54, 4, 0, 10, -3.474, 0.604, 0.972, 2 
0.029, 0.00000767, 0.0592, 0.0993, 0.506, 232267, 110.051, 4, 1, 5, -5.804, 0.495, 0.716, 2 
0.0908, 0.0000718, 0.116, 0.147, 0.219, 276933, 131.857, 4, 1, 8, -2.729, 0.345, 0.985, 2 
0.0382, 0.00000946, 0.237, 0.165, 0.494, 141333, 96.411, 4, 0, 6, -3.681, 0.386, 0.924, 2 
0.125, 0.00145, 0, 0.153, 0.349, 203200, 163.46, 4, 1, 2, -4.111, 0.367, 0.971, 2 
0.0546, 0.00000301, 0.591, 0.313, 0.816, 232920, 156.742, 4, 1, 8, -3.76, 0.354, 0.961, 2 
0.0804, 0.0000102, 0.125, 0.333, 0.335, 119227, 101.284, 4, 1, 7, -2.977, 0.364, 0.987, 2 
0.0879, 0.0502, 0.717, 0.486, 0.17, 259255, 136.672, 4, 1, 0, -3.229, 0.165, 0.968, 2 
0.0885, 0.00623, 0.116, 0.117, 0.256, 181627, 129.471, 4, 1, 0, -5.127, 0.433, 0.932, 2 
0.0912, 0.17, 0.00000975, 0.236, 0.414, 189707, 168.902, 4, 1, 0, -4.167, 0.393, 0.905, 2 
0.0497, 0.00000703, 0.658, 0.0972, 0.372, 251173, 87.814, 4, 0, 9, -4.442, 0.296, 0.918, 2 
0.0667, 0.0000202, 0.00524, 0.192, 0.236, 299800, 134.385, 4, 1, 8, -5.891, 0.453, 0.932, 2 
0.0395, 0.00163, 0, 0.242, 0.613, 201267, 119.156, 4, 0, 11, -3.081, 0.524, 0.946, 2 
0.0591, 0.000151, 0.0129, 0.0831, 0.711, 144853, 166.356, 4, 1, 2, -3.56, 0.253, 0.909, 2 
0.0493, 0.015, 0.0000281, 0.112, 0.219, 186867, 94.063, 4, 1, 3, -4.085, 0.485, 0.82, 2 
0.0944, 0.00104, 0.000168, 0.125, 0.755, 200440, 146.574, 4, 1, 3, -3.253, 0.371, 0.971, 2 
0.0608, 0.254, 0.0013, 0.181, 0.323, 217880, 134.214, 4, 1, 4, -2.714, 0.406, 0.951, 2 
0.0456, 0.0168, 0, 0.41, 0.682, 216667, 127.915, 4, 0, 5, -5.904, 0.661, 0.874, 2 
0.14, 0.00122, 0, 0.262, 0.539, 228493, 86.146, 4, 1, 5, -4.485, 0.35, 0.952, 2 
0.0917, 0.103, 0, 0.529, 0.622, 172646, 173.143, 4, 1, 4, -5.952, 0.411, 0.962, 2 
0.0264, 0.495, 0, 0.117, 0.102, 269973, 120.309, 4, 1, 7, -6.643, 0.585, 0.497, 2 
0.175, 0.00032, 0.00235, 0.128, 0.361, 176880, 181.8, 4, 0, 4, -5, 0.263, 0.967, 2 
0.176, 0.00203, 0.00234, 0.655, 0.133, 249351, 171.522, 4, 1, 7, -5.249, 0.182, 0.976, 2 
0.0575, 0.000456, 0.0026, 0.11, 0.455, 227440, 93.162, 4, 0, 9, -4.852, 0.412, 0.92, 2 
0.068, 0.00868, 0.895, 0.063, 0.602, 267133, 117.002, 4, 1, 2, -6.583, 0.814, 0.695, 2 
0.106, 0.000403, 0.00000143, 0.183, 0.162, 238467, 154.739, 4, 1, 8, -2.916, 0.389, 0.933, 2 
0.0333, 0.862, 0, 0.13, 0.0776, 262533, 68.992, 4, 1, 9, -9.008, 0.186, 0.29, 2 
0.0577, 0.000103, 0.0421, 0.289, 0.562, 266693, 148.204, 4, 0, 1, -3.183, 0.258, 0.899, 2 
0.0964, 0.000649, 0.00000373, 0.106, 0.765, 235533, 136.815, 4, 0, 10, -4.135, 0.501, 0.943, 2 
0.0509, 0.00146, 0.000786, 0.375, 0.432, 219493, 82.634, 4, 1, 4, -2.761, 0.411, 0.918, 2 
0.0395, 0.0485, 0.00443, 0.356, 0.252, 233827, 140.178, 4, 1, 11, -6.525, 0.419, 0.641, 2 
0.0453, 0.00904, 0.00000288, 0.116, 0.416, 271533, 123.105, 4, 0, 4, -4.725, 0.411, 0.65, 2 
0.0789, 0.000328, 0.00000113, 0.0537, 0.534, 231097, 108.591, 4, 0, 1, -8.122, 0.383, 0.946, 2 
0.0364, 0.0186, 0.0000163, 0.276, 0.335, 270170, 114.028, 4, 0, 6, -5.096, 0.555, 0.835, 2 
0.136, 0.00034, 0.000733, 0.102, 0.303, 173827, 195.793, 4, 0, 9, -2.829, 0.34, 0.98, 2 
0.0643, 0.000826, 0.00421, 0.11, 0.441, 427893, 140.421, 4, 1, 8, -5.235, 0.469, 0.915, 2 
0.0317, 0.028, 0, 0.0613, 0.965, 169413, 131.95, 4, 0, 11, -3.032, 0.707, 0.797, 2 
0.0295, 0.000431, 0.0000408, 0.166, 0.197, 354547, 74.617, 4, 0, 9, -6.002, 0.403, 0.654, 2 
0.0301, 0.000703, 0.00000335, 0.257, 0.185, 275173, 102.374, 4, 0, 4, -5.01, 0.483, 0.787, 2 
0.0314, 0.973, 0.0000277, 0.0997, 0.336, 184813, 87.339, 4, 1, 3, -16.388, 0.547, 0.0651, 2 
0.0371, 0.000423, 0.000899, 0.136, 0.494, 237027, 104.545, 4, 1, 9, -8.821, 0.278, 0.676, 2 
0.0299, 0.00171, 0.0512, 0.969, 0.214, 312000, 80.732, 3, 1, 0, -10.616, 0.29, 0.401, 2 
0.0482, 0.0563, 0, 0.0493, 0.967, 173693, 149.902, 4, 0, 1, -4.793, 0.666, 0.892, 2 
0.0512, 0.0056, 0.000587, 0.317, 0.371, 294800, 140.042, 4, 0, 7, -4.549, 0.532, 0.943, 2 
0.212, 0.0504, 0.00267, 0.115, 0.33, 185440, 168.496, 4, 1, 0, -4.469, 0.421, 0.963, 2 
0.0299, 0.0565, 0, 0.096, 0.576, 237707, 116.852, 4, 1, 1, -5.066, 0.468, 0.735, 2 
0.0606, 0.0000403, 0.773, 0.0976, 0.191, 238333, 141.949, 4, 1, 4, -4.214, 0.189, 0.894, 2 
0.0342, 0.00423, 0.000843, 0.17, 0.46, 180893, 143.112, 4, 1, 4, -6.717, 0.365, 0.637, 2 
0.153, 0.106, 0.000148, 0.0689, 0.851, 152747, 133.073, 4, 0, 5, -4.78, 0.902, 0.511, 2 
0.0302, 0.00368, 0.00117, 0.325, 0.794, 225867, 126.325, 4, 1, 11, -4.431, 0.597, 0.762, 2 
0.0516, 0.0000341, 0.865, 0.104, 0.576, 257747, 117.559, 4, 0, 11, -4.286, 0.461, 0.934, 2 
0.0387, 0.000181, 0.000535, 0.689, 0.203, 245040, 154.123, 4, 0, 1, -4.217, 0.215, 0.732, 2 
0.0315, 0.319, 0, 0.765, 0.395, 213880, 146.539, 3, 1, 2, -11.076, 0.328, 0.607, 2 
0.0438, 0.00955, 0.0365, 0.271, 0.336, 226907, 187.67, 4, 0, 4, -7.882, 0.312, 0.736, 2 
0.0284, 0.249, 0.0261, 0.0851, 0.23, 283267, 124.893, 4, 0, 10, -6.537, 0.494, 0.533, 2 
0.0861, 0.000976, 0.00000857, 0.385, 0.215, 318000, 164.816, 4, 1, 1, -3.468, 0.252, 0.94, 2 
0.133, 0.0787, 0, 0.281, 0.48, 133547, 147.836, 4, 1, 5, -3.896, 0.491, 0.966, 2 
0.0367, 0.0121, 0.00000167, 0.45, 0.761, 186493, 92.819, 4, 1, 8, -6.005, 0.651, 0.708, 2 
0.0329, 0.397, 0.00000272, 0.675, 0.625, 238400, 134.961, 4, 1, 10, -7, 0.533, 0.567, 2 
0.0441, 0.051, 0, 0.0794, 0.314, 222773, 201.99, 4, 1, 3, -4.443, 0.332, 0.789, 2 
0.034, 0.0000692, 0.184, 0.228, 0.556, 400680, 135.02, 1, 1, 7, -7.378, 0.45, 0.759, 2 
0.14, 0.0000888, 0.0116, 0.269, 0.343, 189453, 177.629, 4, 1, 0, -5.186, 0.155, 0.933, 2 
0.0379, 0.312, 0.8, 0.558, 0.591, 153133, 145.056, 4, 1, 4, -3.838, 0.452, 0.889, 2 
0.034, 0.000117, 0, 0.075, 0.524, 213440, 92, 4, 1, 11, -5.084, 0.537, 0.829, 2 
0.033, 0.000563, 0.789, 0.101, 0.741, 219754, 157.992, 4, 1, 9, -5.084, 0.486, 0.666, 2 
0.0384, 0.00255, 0.0299, 0.13, 0.681, 138533, 120.927, 4, 1, 2, -5.573, 0.501, 0.781, 2 
0.0339, 0.01, 0.167, 0.154, 0.368, 255480, 117.89, 4, 1, 10, -4.36, 0.361, 0.654, 2 
0.0465, 0.00868, 0.000728, 0.941, 0.403, 256653, 134.787, 4, 1, 7, -3.944, 0.4, 0.944, 2 
0.074, 0.105, 0.000175, 0.0918, 0.515, 186160, 133.888, 4, 0, 4, -8.507, 0.516, 0.821, 2 
0.0603, 0.0766, 0, 0.166, 0.296, 233400, 128.937, 4, 1, 2, -2.458, 0.393, 0.918, 2 
0.0422, 0.0000796, 0.000889, 0.0823, 0.285, 207507, 103.267, 4, 1, 7, -3.251, 0.382, 0.912, 2 
0.213, 0.000102, 0.000396, 0.31, 0.0388, 177587, 170.701, 4, 1, 9, -6.137, 0.179, 0.958, 2 
0.046, 0.0188, 0, 0.687, 0.591, 272973, 97.068, 4, 1, 6, -3.989, 0.587, 0.873, 2 
0.0803, 0.0302, 0.0788, 0.0736, 0.22, 269987, 140.963, 4, 0, 4, -4.214, 0.524, 0.965, 2 
0.0408, 0.514, 0, 0.114, 0.578, 203571, 125.981, 4, 1, 3, -3.469, 0.736, 0.89, 2 
0.057, 0.845, 0, 0.298, 0.344, 210347, 119.373, 4, 1, 4, -9.309, 0.64, 0.433, 2 
0.0622, 0.000095, 0.0393, 0.375, 0.354, 267227, 107.325, 4, 1, 10, -4.625, 0.411, 0.982, 2 
0.153, 0.000349, 0.0000279, 0.353, 0.481, 260360, 87.837, 3, 1, 4, -3.947, 0.266, 0.909, 2 
0.0384, 0.452, 0.000012, 0.138, 0.183, 378764, 121.509, 3, 0, 11, -8.042, 0.424, 0.532, 2 
0.0511, 0.0000511, 0, 0.209, 0.281, 264474, 140.292, 4, 1, 3, -3.246, 0.29, 0.877, 2 
0.0415, 0.000722, 0.000659, 0.151, 0.395, 256453, 156.05, 4, 1, 5, -5.626, 0.51, 0.818, 2 
0.0452, 0.00524, 0.00000412, 0.196, 0.522, 271163, 170.528, 4, 0, 6, -4.665, 0.296, 0.768, 2 
0.115, 0.0276, 0.000215, 0.0375, 0.336, 260680, 158.15, 4, 1, 2, -4.175, 0.386, 0.925, 2 
0.276, 0.000348, 0.0000473, 0.258, 0.0999, 158720, 140.047, 4, 1, 7, -2.985, 0.419, 0.995, 2 
0.14, 0.0222, 0.0421, 0.432, 0.413, 195520, 162.21, 4, 1, 2, -2.075, 0.336, 0.948, 2 
0.0897, 0.00237, 0, 0.358, 0.588, 159693, 161.934, 4, 0, 6, -9.484, 0.441, 0.877, 2 
0.0275, 0.000109, 0.000052, 0.484, 0.75, 257920, 105.991, 4, 1, 2, -4.481, 0.6, 0.796, 2 
0.102, 0.00404, 0.0000913, 0.21, 0.132, 308414, 96.856, 4, 1, 2, -5.335, 0.383, 0.982, 2 
0.0399, 0.0000354, 0.273, 0.117, 0.209, 257427, 145.776, 4, 1, 8, -7.483, 0.482, 0.73, 2 
0.0316, 0.0000741, 0.00657, 0.0397, 0.682, 162160, 171.967, 4, 0, 1, -5.691, 0.4, 0.812, 2 
0.178, 0.000238, 0.016, 0.2, 0.524, 178440, 202.381, 4, 1, 7, -3.177, 0.31, 0.986, 2 
0.0423, 0.00259, 0.000678, 0.239, 0.567, 238333, 109.907, 4, 1, 7, -5.048, 0.666, 0.684, 2 
0.074, 0.0665, 0, 0.172, 0.924, 205533, 167.984, 4, 1, 0, -4.65, 0.42, 0.932, 2 
0.106, 0.0125, 0, 0.183, 0.409, 236747, 118.476, 4, 1, 3, -5.322, 0.426, 0.913, 2 
0.212, 0.0000151, 0.639, 0.35, 0.273, 200373, 182.995, 4, 1, 0, -4.283, 0.129, 0.961, 2 
0.0351, 0.000158, 0.000102, 0.325, 0.375, 279373, 125.058, 4, 1, 3, -6.306, 0.491, 0.744, 2 
0.0405, 0.00457, 0, 0.0996, 0.352, 234787, 118.536, 4, 1, 9, -5.771, 0.546, 0.802, 2 
0.0301, 0.457, 0.0384, 0.0873, 0.194, 294867, 170.287, 4, 1, 5, -7.211, 0.436, 0.678, 2 
0.0601, 0.0135, 0.00000221, 0.097, 0.226, 241640, 81.434, 4, 1, 6, -5.84, 0.307, 0.806, 2 
0.0825, 0.000061, 0.843, 0.0881, 0.272, 171733, 182.988, 4, 1, 2, -3.138, 0.179, 0.988, 2 
0.0535, 0.000113, 0, 0.197, 0.652, 188613, 170.031, 4, 0, 11, -6.074, 0.41, 0.841, 2 
0.0603, 0.00111, 0.0000207, 0.251, 0.366, 207320, 186.514, 3, 1, 2, -4.705, 0.357, 0.92, 2 
0.0574, 0.000112, 0.00000296, 0.209, 0.237, 215627, 111.062, 4, 0, 10, -3.235, 0.523, 0.936, 2 
0.0294, 0.0127, 0, 0.152, 0.0695, 232800, 82.904, 4, 1, 4, -4.683, 0.447, 0.668, 2 
0.0929, 0.000113, 0.000269, 0.0919, 0.699, 192427, 168.136, 4, 1, 9, -3.973, 0.426, 0.924, 2 
0.0248, 0.0537, 0, 0.134, 0.234, 238560, 144.018, 4, 0, 10, -6.733, 0.536, 0.55, 2 
0.0303, 0.108, 0, 0.0909, 0.581, 196907, 100.021, 4, 0, 4, -5.218, 0.579, 0.849, 2 
0.0259, 0.141, 0, 0.0917, 0.62, 228400, 114.072, 4, 1, 0, -5.729, 0.723, 0.584, 2 
0.0437, 0.0000766, 0.0000958, 0.159, 0.554, 151787, 146.056, 4, 0, 3, -11.571, 0.51, 0.825, 2 
0.0352, 0.0000204, 0, 0.108, 0.713, 226080, 167.154, 4, 1, 1, -3.892, 0.449, 0.864, 2 
0.0356, 0.00353, 0, 0.0983, 0.835, 169067, 142.34, 4, 1, 1, -5.058, 0.469, 0.725, 2 
0.0601, 0.0831, 0.00981, 0.477, 0.423, 257520, 100.982, 4, 0, 6, -5.509, 0.738, 0.72, 2 
0.102, 0.000266, 0.0984, 0.0738, 0.268, 248307, 141.077, 4, 1, 7, -3.866, 0.478, 0.974, 2 
0.168, 0.000237, 0.000294, 0.204, 0.194, 252613, 143.772, 4, 0, 4, -3.026, 0.354, 0.982, 2 
0.124, 0.0084, 0, 0.349, 0.325, 202013, 180.025, 4, 1, 6, -5.244, 0.38, 0.955, 2 
0.106, 0.0000762, 0.0000212, 0.15, 0.448, 223507, 136.975, 4, 1, 6, -5.049, 0.373, 0.962, 2 
0.0873, 0.00000845, 0.0000112, 0.312, 0.627, 197293, 156.1, 4, 1, 4, -3.291, 0.424, 0.951, 2 
0.0298, 0.0117, 0.00111, 0.103, 0.266, 268173, 120.027, 4, 0, 8, -6.961, 0.544, 0.609, 2 
0.0437, 0.0000587, 0.374, 0.351, 0.552, 203507, 121.001, 4, 0, 0, -4.811, 0.546, 0.888, 2 
0.0745, 0.000359, 0, 0.339, 0.631, 180000, 175.552, 4, 0, 7, -2.774, 0.466, 0.957, 2 
0.0579, 0.00588, 0.0000336, 0.294, 0.334, 196293, 103.544, 4, 1, 7, -7.537, 0.476, 0.906, 2 
0.142, 0.00000597, 0.851, 0.0929, 0.207, 89893, 123.802, 3, 1, 11, -6.635, 0.277, 0.658, 2 
0.0513, 0.0644, 0.00000371, 0.0775, 0.796, 142965, 185.005, 4, 1, 0, -4.104, 0.279, 0.957, 2 
0.192, 0.000054, 0.0102, 0.0774, 0.717, 272788, 173.474, 4, 1, 1, -5.653, 0.281, 0.88, 2 
0.0724, 0.000571, 0.00000206, 0.0543, 0.21, 236800, 154.982, 4, 1, 3, -5.545, 0.33, 0.972, 2 
0.0516, 0.112, 0.624, 0.0999, 0.292, 385227, 164.029, 4, 0, 7, -9.071, 0.508, 0.854, 2 
0.0823, 0.00457, 0.0161, 0.286, 0.25, 272413, 88.003, 4, 1, 10, -4.297, 0.465, 0.956, 2 
0.0857, 0.00419, 0, 0.2, 0.496, 194147, 137.007, 4, 0, 6, -1.825, 0.305, 0.958, 2 
