@RELATION api/public/arff/genre_classification.arff 

@ATTRIBUTE speechiness numeric 
@ATTRIBUTE acousticness numeric 
@ATTRIBUTE instrumentalness numeric 
@ATTRIBUTE liveness numeric 
@ATTRIBUTE valence numeric 
@ATTRIBUTE duration_ms numeric 
@ATTRIBUTE tempo numeric 
@ATTRIBUTE time_signature {0,1,2,3,4,5} 
@ATTRIBUTE mode {0,1} 
@ATTRIBUTE key {0,1,2,3,4,5,6,7,8,9,10,11} 
@ATTRIBUTE loudness numeric 
@ATTRIBUTE danceability numeric 
@ATTRIBUTE energy numeric 
@ATTRIBUTE genre {1,2,3} 

@DATA 
0.0653, 0.0052, 0.00544, 0.311, 0.655, 200520, 101.771, 4, 0, 3, -6.515, 0.95, 0.564, 3 
0.101, 0.0673, 0.0000339, 0.0511, 0.649, 159293, 90.003, 4, 0, 11, -6.578, 0.551, 0.773, 3 
0.11, 0.033, 0.0000109, 0.0584, 0.312, 199333, 97.982, 4, 0, 4, -6.29, 0.769, 0.72, 3 
0.409, 0.0286, 0.00000244, 0.0976, 0.785, 274440, 171.839, 4, 1, 8, -6.369, 0.596, 0.666, 3 
0.283, 0.0778, 0, 0.0732, 0.584, 263227, 101.868, 4, 1, 1, -5.603, 0.884, 0.677, 3 
0.161, 0.0285, 0, 0.0444, 0.799, 248107, 97.614, 4, 0, 11, -6.411, 0.915, 0.719, 3 
0.226, 0.0102, 0.0000162, 0.279, 0.65, 266960, 92.81, 4, 0, 9, -6.321, 0.915, 0.442, 3 
0.13, 0.0296, 0, 0.0537, 0.71, 222560, 102.072, 4, 0, 9, -4.234, 0.859, 0.625, 3 
0.0278, 0.222, 0, 0.299, 0.663, 224493, 144.05, 4, 1, 0, -4.848, 0.715, 0.83, 3 
0.0595, 0.0914, 0.00067, 0.366, 0.393, 211320, 174.974, 4, 1, 1, -2.195, 0.586, 0.971, 3 
0.207, 0.00833, 0.00000342, 0.0575, 0.961, 187840, 100.002, 4, 1, 6, -5.46, 0.844, 0.754, 3 
0.0365, 0.759, 0, 0.184, 0.141, 288640, 122.04, 4, 1, 8, -9.911, 0.508, 0.318, 3 
0.279, 0.257, 0, 0.0808, 0.681, 285787, 96.88, 4, 1, 1, -5.568, 0.78, 0.675, 3 
0.292, 0.528, 0, 0.329, 0.855, 221507, 87.43, 4, 1, 7, -10.61, 0.694, 0.604, 3 
0.239, 0.0216, 0.0000138, 0.241, 0.601, 214573, 185.557, 4, 0, 11, -7.351, 0.597, 0.903, 3 
0.266, 0.00704, 0.000647, 0.359, 0.0689, 326467, 171.431, 4, 1, 2, -4.522, 0.698, 0.732, 3 
0.383, 0.0117, 0.0135, 0.341, 0.848, 238653, 189.993, 4, 0, 5, -8.858, 0.688, 0.523, 3 
0.126, 0.171, 0, 0.0988, 0.34, 214760, 95.018, 4, 1, 2, -5.161, 0.882, 0.671, 3 
0.434, 0.266, 0, 0.599, 0.87, 317000, 91.627, 4, 0, 3, -5.373, 0.598, 0.711, 3 
0.21, 0.14, 0, 0.703, 0.773, 290387, 93.076, 4, 1, 1, -5.586, 0.763, 0.69, 3 
0.0594, 0.00676, 0.00000426, 0.174, 0.477, 249293, 79.993, 4, 0, 7, -4.984, 0.649, 0.718, 3 
0.429, 0.176, 0, 0.169, 0.786, 217840, 94.383, 4, 0, 9, -1.605, 0.584, 0.894, 3 
0.115, 0.236, 0.0000837, 0.106, 0.943, 241480, 97.882, 4, 1, 11, -3.959, 0.727, 0.918, 3 
0.3, 0.172, 0, 0.321, 0.711, 203000, 95.439, 4, 0, 5, -5.105, 0.658, 0.936, 3 
0.0631, 0.0874, 0, 0.196, 0.851, 236750, 94.003, 4, 0, 4, -2.962, 0.724, 0.917, 3 
0.104, 0.404, 0.00000134, 0.0981, 0.677, 329387, 143.292, 4, 0, 5, -9.647, 0.674, 0.658, 3 
0.0509, 0.716, 0.0159, 0.173, 0.768, 204351, 89.823, 4, 0, 9, -8.283, 0.71, 0.688, 3 
0.0383, 0.246, 0, 0.114, 0.659, 233640, 96.049, 4, 1, 0, -6.034, 0.716, 0.755, 3 
0.0303, 0.709, 0, 0.111, 0.511, 240800, 109.771, 4, 1, 10, -8.999, 0.685, 0.351, 3 
0.406, 0.0306, 0.00000602, 0.0856, 0.915, 232533, 180.627, 4, 1, 8, -5.737, 0.722, 0.667, 3 
0.0468, 0.00311, 0, 0.327, 0.517, 207667, 90.263, 4, 1, 4, -5.813, 0.656, 0.71, 3 
0.405, 0.295, 0, 0.876, 0.708, 202773, 92.966, 4, 0, 6, -4.384, 0.753, 0.848, 3 
0.0521, 0.000781, 0.472, 0.147, 0.768, 351680, 100.713, 4, 0, 10, -11.273, 0.712, 0.625, 3 
0.176, 0.575, 0, 0.104, 0.565, 288333, 73.884, 4, 0, 8, -6.582, 0.624, 0.653, 3 
0.0525, 0.141, 0.0000461, 0.0441, 0.923, 228000, 107.288, 4, 1, 2, -5.529, 0.778, 0.761, 3 
0.2, 0.0209, 0.00002, 0.208, 0.791, 275067, 97.876, 4, 0, 5, -3.068, 0.777, 0.835, 3 
0.293, 0.302, 0, 0.263, 0.891, 247600, 87.873, 4, 0, 5, -6.206, 0.71, 0.642, 3 
0.245, 0.514, 0, 0.303, 0.845, 254307, 99.036, 4, 1, 11, -3.326, 0.847, 0.884, 3 
0.373, 0.283, 0, 0.0753, 0.808, 193467, 90.096, 4, 0, 6, -2.813, 0.865, 0.73, 3 
0.0815, 0.0163, 0.0748, 0.0232, 0.97, 289640, 103.994, 4, 1, 2, -6.539, 0.742, 0.648, 3 
0.117, 0.159, 0.0026, 0.0935, 0.602, 227867, 97.117, 4, 0, 4, -2.892, 0.92, 0.811, 3 
0.238, 0.145, 0.00000697, 0.125, 0.467, 252213, 99.102, 4, 1, 6, -6.825, 0.904, 0.617, 3 
0.142, 0.29, 0, 0.0934, 0.723, 227933, 101.03, 4, 0, 10, -5.796, 0.843, 0.871, 3 
0.114, 0.0208, 0.00000869, 0.115, 0.82, 228560, 96.954, 4, 1, 7, -3.833, 0.799, 0.708, 3 
0.0614, 0.548, 0, 0.161, 0.598, 227067, 75.982, 4, 0, 4, -7.573, 0.657, 0.464, 3 
0.166, 0.00835, 0, 0.185, 0.752, 262573, 91.849, 4, 1, 4, -7.117, 0.824, 0.622, 3 
0.0983, 0.00196, 0.00000162, 0.0559, 0.162, 339667, 164.052, 4, 0, 5, -4.295, 0.664, 0.81, 3 
0.106, 0.265, 0, 0.141, 0.472, 254467, 83.074, 4, 1, 1, -5.305, 0.699, 0.668, 3 
0.505, 0.362, 0, 0.317, 0.439, 234893, 121.732, 4, 1, 0, -5.264, 0.707, 0.538, 3 
0.378, 0.388, 0, 0.253, 0.238, 289453, 147.198, 4, 0, 5, -13.117, 0.6, 0.46, 3 
0.0349, 0.0526, 0, 0.0925, 0.651, 238840, 99.971, 4, 0, 0, -3.935, 0.734, 0.668, 3 
0.0328, 0.324, 0, 0.129, 0.859, 221773, 158.021, 4, 1, 7, -6.824, 0.599, 0.714, 3 
0.215, 0.0956, 0, 0.0414, 0.887, 282533, 95.48, 4, 0, 1, -6.028, 0.833, 0.681, 3 
0.209, 0.0554, 0, 0.454, 0.368, 278720, 90.089, 4, 1, 1, -6.784, 0.762, 0.641, 3 
0.0627, 0.0348, 0.0000236, 0.2, 0.762, 255267, 174.97, 4, 0, 0, -5.899, 0.435, 0.764, 3 
0.031, 0.458, 0.00205, 0.0607, 0.326, 212427, 79.884, 4, 1, 10, -6.235, 0.373, 0.496, 3 
0.132, 0.299, 0, 0.0881, 0.963, 299147, 101.025, 4, 0, 11, -4.936, 0.893, 0.74, 3 
0.104, 0.0857, 0, 0.606, 0.775, 233387, 159.91, 4, 0, 8, -3.269, 0.537, 0.958, 3 
0.451, 0.238, 0, 0.0988, 0.603, 258733, 93.503, 4, 0, 11, -3.176, 0.85, 0.549, 3 
0.187, 0.00541, 0, 0.236, 0.913, 214200, 132.346, 5, 1, 0, -6.099, 0.538, 0.677, 3 
0.182, 0.103, 0, 0.0666, 0.694, 253720, 95.313, 4, 0, 6, -3.914, 0.837, 0.885, 3 
0.0357, 0.039, 0, 0.133, 0.966, 267933, 111.119, 4, 1, 7, -2.282, 0.758, 0.957, 3 
0.337, 0.0442, 0, 0.627, 0.838, 225973, 96.996, 4, 0, 6, -1.98, 0.825, 0.865, 3 
0.301, 0.0186, 0, 0.0518, 0.874, 280053, 92.773, 4, 1, 1, -4.857, 0.691, 0.858, 3 
0.195, 0.242, 0, 0.0916, 0.673, 246493, 92.942, 4, 1, 6, -5.751, 0.734, 0.635, 3 
0.283, 0.105, 0, 0.314, 0.662, 223867, 99.271, 4, 0, 5, -4.951, 0.6, 0.847, 3 
0.292, 0.0295, 0, 0.0775, 0.627, 219253, 95.058, 4, 0, 10, -5.111, 0.501, 0.851, 3 
0.0554, 0.0776, 0.00000656, 0.911, 0.721, 223187, 105.921, 4, 1, 0, -4.41, 0.807, 0.885, 3 
0.119, 0.00353, 0.000142, 0.0908, 0.735, 237027, 102.5, 4, 0, 10, -4.159, 0.737, 0.864, 3 
0.0423, 0.061, 0, 0.0914, 0.855, 186067, 133.024, 4, 1, 1, -7.165, 0.795, 0.523, 3 
0.0586, 0.252, 0, 0.661, 0.808, 287227, 83.373, 4, 0, 6, -7.51, 0.405, 0.589, 3 
0.177, 0.0311, 0.0239, 0.139, 0.964, 244133, 97.373, 4, 1, 6, -6.134, 0.797, 0.791, 3 
0.389, 0.14, 0, 0.0537, 0.903, 234587, 104.944, 4, 0, 10, -8.375, 0.849, 0.774, 3 
0.227, 0.00793, 0.00000111, 0.488, 0.69, 211400, 93.031, 4, 0, 10, -2.741, 0.927, 0.838, 3 
0.306, 0.0142, 0, 0.648, 0.518, 324307, 85.996, 4, 1, 6, -4.315, 0.648, 0.759, 3 
0.247, 0.196, 0, 0.126, 0.451, 220707, 96.056, 3, 0, 9, -8.192, 0.442, 0.545, 3 
0.277, 0.0589, 0, 0.104, 0.714, 231178, 95.254, 4, 1, 7, -6.495, 0.86, 0.493, 3 
0.036, 0.615, 0, 0.158, 0.726, 211666, 100.202, 4, 0, 10, -4.143, 0.735, 0.824, 3 
0.271, 0.4, 0, 0.0389, 0.922, 257493, 97.181, 4, 0, 6, -3.152, 0.802, 0.757, 3 
0.14, 0.202, 0.000234, 0.0521, 0.818, 267267, 100.972, 4, 0, 4, -6.055, 0.891, 0.714, 3 
0.0603, 0.0136, 0.00000245, 0.335, 0.647, 189160, 95.259, 4, 0, 0, -2.916, 0.606, 0.921, 3 
0.262, 0.511, 0.000101, 0.0955, 0.944, 296200, 92.02, 4, 0, 9, -6.847, 0.798, 0.675, 3 
0.36, 0.388, 0.0000911, 0.0436, 0.919, 224427, 79.823, 3, 0, 6, -4.083, 0.547, 0.807, 3 
0.355, 0.0272, 0, 0.564, 0.653, 338733, 87.98, 4, 0, 5, -7.259, 0.631, 0.714, 3 
0.0682, 0.0102, 0.0382, 0.297, 0.744, 324467, 175.974, 4, 0, 10, -5.889, 0.703, 0.97, 3 
0.062, 0.0662, 0.0881, 0.257, 0.761, 274400, 126.914, 4, 0, 10, -5.932, 0.73, 0.889, 3 
0.252, 0.182, 0, 0.141, 0.676, 244760, 83.998, 4, 0, 6, -4.316, 0.635, 0.878, 3 
0.199, 0.0227, 0, 0.0732, 0.538, 204493, 89.861, 4, 0, 3, -6.974, 0.675, 0.538, 3 
0.0555, 0.0398, 0.127, 0.0853, 0.345, 222040, 93.992, 4, 0, 10, -5.416, 0.741, 0.575, 3 
0.148, 0.126, 0.00000906, 0.0582, 0.96, 241160, 99.491, 4, 0, 0, -5.253, 0.84, 0.841, 3 
0.261, 0.127, 0, 0.093, 0.793, 291867, 122.18, 5, 0, 5, -6.566, 0.639, 0.807, 3 
0.13, 0.453, 0.00000157, 0.0801, 0.759, 236507, 102.009, 4, 0, 9, -5.913, 0.894, 0.404, 3 
0.0444, 0.0479, 0.000215, 0.177, 0.318, 202013, 100.213, 4, 0, 5, -5.656, 0.495, 0.819, 3 
0.0739, 0.433, 0, 0.179, 0.851, 209120, 94.973, 4, 0, 4, -3.142, 0.712, 0.805, 3 
0.0638, 0.0277, 0.00000519, 0.18, 0.577, 175173, 88.489, 4, 1, 6, -7.219, 0.795, 0.481, 3 
0.0351, 0.00148, 0.00684, 0.0578, 0.833, 325773, 126, 4, 0, 11, -7.289, 0.712, 0.722, 3 
0.099, 0.348, 0.00000346, 0.25, 0.932, 208253, 89.001, 4, 1, 5, -6.499, 0.702, 0.778, 3 
0.0652, 0.355, 0, 0.128, 0.912, 174760, 102.072, 4, 0, 5, -7.176, 0.813, 0.88, 3 
0.068, 0.00232, 0.355, 0.0794, 0.539, 56790, 184.871, 4, 0, 10, -3.153, 0.827, 0.806, 3 
0.133, 0.211, 0, 0.289, 0.548, 214106, 109.018, 4, 0, 6, -5.431, 0.77, 0.698, 3 
0.0558, 0.18, 0, 0.0918, 0.873, 204493, 99.996, 4, 1, 1, -7.45, 0.736, 0.713, 3 
0.221, 0.0435, 0.00000261, 0.111, 0.527, 251760, 96.426, 4, 1, 7, -4.487, 0.916, 0.817, 3 
0.331, 0.0438, 0, 0.106, 0.651, 251373, 104.963, 4, 1, 6, -4.959, 0.582, 0.855, 3 
0.0324, 0.048, 0, 0.252, 0.472, 228000, 91.934, 4, 1, 2, -3.832, 0.8, 0.663, 3 
0.0351, 0.274, 0, 0.192, 0.727, 228693, 101.915, 4, 0, 2, -7.501, 0.767, 0.567, 3 
0.362, 0.0391, 0.712, 0.0798, 0.777, 184907, 199.958, 4, 1, 6, -6.197, 0.811, 0.657, 3 
0.0457, 0.107, 0, 0.0692, 0.525, 294693, 112.913, 4, 0, 3, -3.657, 0.733, 0.521, 3 
0.306, 0.102, 0, 0.147, 0.74, 261787, 110.028, 4, 1, 0, -4.956, 0.829, 0.817, 3 
0.351, 0.0485, 0.00000365, 0.0397, 0.85, 249467, 84.607, 4, 0, 10, -2.894, 0.673, 0.785, 3 
0.225, 0.334, 0, 0.294, 0.74, 222133, 114.202, 4, 1, 7, -7.233, 0.842, 0.802, 3 
0.141, 0.249, 0, 0.329, 0.765, 303400, 101.007, 4, 0, 1, -5.365, 0.769, 0.704, 3 
0.23, 0.0481, 0.0129, 0.086, 0.567, 267987, 94.23, 4, 0, 1, -8.638, 0.688, 0.55, 3 
0.458, 0.231, 0, 0.0794, 0.811, 223973, 192.082, 4, 1, 9, -6.569, 0.646, 0.6, 3 
0.0301, 0.0163, 0, 0.128, 0.38, 223067, 106.548, 3, 1, 0, -4.759, 0.389, 0.718, 3 
0.127, 0.056, 0.19, 0.111, 0.268, 447440, 165.544, 4, 0, 11, -8.22, 0.546, 0.71, 3 
0.0391, 0.115, 0.0000345, 0.225, 0.786, 216253, 81.747, 4, 0, 10, -4.142, 0.577, 0.882, 3 
0.362, 0.465, 0.0000559, 0.149, 0.684, 213181, 201.911, 4, 1, 1, -5.839, 0.619, 0.714, 3 
0.294, 0.0305, 0.00000423, 0.365, 0.705, 219680, 104.878, 4, 0, 6, -11.768, 0.799, 0.705, 3 
0.193, 0.104, 0, 0.137, 0.843, 272533, 94.086, 4, 1, 5, -3.219, 0.835, 0.706, 3 
0.0967, 0.189, 0, 0.217, 0.952, 187413, 113.014, 4, 0, 10, -5.952, 0.76, 0.75, 3 
0.269, 0.0251, 0.00000412, 0.0933, 0.295, 224800, 104.752, 4, 1, 7, -4.313, 0.933, 0.829, 3 
0.36, 0.158, 0, 0.368, 0.779, 286267, 185.967, 4, 0, 5, -3.002, 0.536, 0.946, 3 
0.319, 0.0811, 0, 0.113, 0.59, 232507, 97.917, 4, 1, 1, -5.038, 0.757, 0.78, 3 
0.0309, 0.194, 0.00000248, 0.108, 0.831, 254307, 115.994, 4, 1, 6, -7.347, 0.841, 0.544, 3 
0.077, 0.111, 0, 0.0858, 0.576, 240547, 94.014, 4, 1, 1, -8.607, 0.714, 0.564, 3 
0.0981, 0.176, 0, 0.252, 0.586, 242773, 81.975, 4, 1, 8, -6.863, 0.618, 0.552, 3 
0.192, 0.0326, 0.00181, 0.0651, 0.538, 255267, 98.989, 4, 1, 8, -4.481, 0.859, 0.658, 3 
0.272, 0.152, 0, 0.163, 0.885, 295173, 87.655, 4, 0, 10, -7.062, 0.721, 0.726, 3 
0.124, 0.227, 0.00000644, 0.287, 0.708, 209490, 132.868, 4, 1, 4, -6.458, 0.835, 0.678, 3 
0.0356, 0.0457, 0, 0.0357, 0.824, 215480, 110.01, 4, 1, 1, -6.93, 0.801, 0.645, 3 
0.289, 0.303, 0, 0.238, 0.874, 251507, 89.973, 4, 0, 5, -5.833, 0.808, 0.621, 3 
0.0442, 0.0729, 0, 0.0742, 0.87, 294867, 97.963, 4, 1, 1, -5.351, 0.841, 0.629, 3 
0.261, 0.000986, 0, 0.321, 0.237, 196947, 95.871, 4, 1, 1, -5.58, 0.665, 0.828, 3 
0.0492, 0.00164, 0.0326, 0.0404, 0.929, 197453, 129.981, 4, 1, 2, -6.224, 0.901, 0.738, 3 
0.199, 0.241, 0, 0.337, 0.879, 227853, 93.892, 4, 0, 1, -6.564, 0.807, 0.625, 3 
0.0575, 0.00283, 0.0000214, 0.128, 0.729, 288427, 114.011, 4, 1, 7, -5.936, 0.765, 0.906, 3 
0.057, 0.0885, 0.0000171, 0.0442, 0.839, 209800, 104.888, 4, 0, 10, -8.522, 0.778, 0.646, 3 
0.22, 0.0825, 0.00000116, 0.221, 0.791, 244827, 91.025, 4, 1, 1, -9.17, 0.655, 0.488, 3 
0.0372, 0.0487, 0.000406, 0.0637, 0.798, 211987, 91.418, 4, 1, 0, -4.753, 0.881, 0.522, 3 
0.0361, 0.0405, 0, 0.0351, 0.875, 192107, 106.279, 4, 1, 9, -6.879, 0.677, 0.682, 3 
0.253, 0.15, 0, 0.0591, 0.891, 249800, 92.077, 4, 1, 2, -3.977, 0.866, 0.749, 3 
0.0364, 0.0549, 0, 0.156, 0.453, 225468, 87.949, 4, 1, 0, -6.413, 0.49, 0.662, 3 
0.0301, 0.0132, 0.000827, 0.116, 0.505, 202440, 98.961, 4, 1, 5, -4.562, 0.637, 0.882, 3 
0.098, 0.0278, 0.00000785, 0.334, 0.8, 209627, 105.031, 4, 0, 4, -3.761, 0.727, 0.961, 3 
0.272, 0.0336, 0, 0.26, 0.684, 214910, 101.15, 4, 1, 7, -3.135, 0.708, 0.896, 3 
0.264, 0.236, 0.0000194, 0.371, 0.725, 227027, 106.47, 4, 0, 10, -2.853, 0.552, 0.863, 3 
0.107, 0.0162, 0.0000019, 0.145, 0.372, 244453, 107.853, 4, 1, 9, -5.95, 0.623, 0.734, 3 
0.233, 0.253, 0, 0.206, 0.465, 315200, 83.607, 4, 1, 1, -4.126, 0.601, 0.776, 3 
0.0622, 0.11, 0.00167, 0.0949, 0.964, 230720, 107.013, 4, 1, 8, -6.329, 0.863, 0.767, 3 
0.262, 0.199, 0, 0.0787, 0.766, 247333, 102.003, 4, 0, 11, -7.663, 0.863, 0.737, 3 
0.395, 0.167, 0, 0.065, 0.518, 232227, 95.475, 4, 1, 4, -1.492, 0.694, 0.778, 3 
0.27, 0.117, 0, 0.0396, 0.964, 290493, 95.699, 4, 0, 0, -5.337, 0.77, 0.683, 3 
0.132, 0.156, 0.0202, 0.0684, 0.961, 202587, 119.151, 4, 1, 2, -6.948, 0.612, 0.741, 3 
0.209, 0.0764, 0, 0.109, 0.846, 174107, 99.053, 4, 1, 2, -4.573, 0.808, 0.805, 3 
0.271, 0.0435, 0.101, 0.358, 0.348, 217200, 110.895, 4, 0, 10, -11.621, 0.899, 0.645, 3 
0.398, 0.0455, 0.000305, 0.325, 0.635, 230787, 166.195, 4, 0, 10, -3.042, 0.629, 0.8, 3 
0.0665, 0.103, 0.000532, 0.175, 0.965, 235213, 79.526, 4, 0, 4, -2.261, 0.728, 0.974, 3 
0.357, 0.358, 0, 0.111, 0.767, 213760, 97.909, 4, 1, 6, -4.774, 0.745, 0.841, 3 
0.371, 0.0741, 0, 0.111, 0.848, 239787, 101.087, 4, 1, 1, -6.225, 0.692, 0.677, 3 
0.0445, 0.41, 0, 0.121, 0.599, 223640, 92.043, 4, 0, 3, -9.813, 0.705, 0.548, 3 
0.266, 0.0894, 0, 0.28, 0.606, 296187, 112.977, 4, 1, 2, -3.96, 0.807, 0.693, 3 
0.103, 0.105, 0, 0.0665, 0.556, 194827, 97.323, 4, 0, 2, -3.154, 0.701, 0.92, 3 
0.383, 0.0565, 0, 0.086, 0.777, 193453, 95.12, 4, 1, 2, -7.945, 0.813, 0.677, 3 
0.345, 0.288, 0, 0.335, 0.962, 221760, 97.851, 4, 1, 6, -5.953, 0.816, 0.89, 3 
0.0309, 0.137, 0.0000112, 0.109, 0.345, 285507, 141.866, 4, 1, 11, -6.249, 0.398, 0.629, 3 
0.0439, 0.00862, 0.0315, 0.155, 0.819, 182627, 112.997, 4, 1, 1, -6.124, 0.891, 0.77, 3 
0.0707, 0.108, 0, 0.137, 0.549, 229000, 80.738, 4, 1, 7, -4.234, 0.476, 0.596, 3 
0.335, 0.0677, 0, 0.0583, 0.633, 219267, 82.793, 4, 1, 0, -5.475, 0.753, 0.785, 3 
0.273, 0.103, 0, 0.0701, 0.775, 261333, 104.879, 4, 1, 1, -4.453, 0.878, 0.63, 3 
0.312, 0.0347, 0, 0.555, 0.776, 340480, 143.084, 4, 0, 1, -8.747, 0.804, 0.601, 3 
0.172, 0.168, 0.227, 0.321, 0.864, 209693, 94.991, 4, 0, 5, -6.062, 0.85, 0.925, 3 
0.19, 0.589, 0.00451, 0.342, 0.25, 366733, 167.271, 4, 1, 9, -8.264, 0.263, 0.663, 3 
0.366, 0.236, 0, 0.327, 0.733, 223107, 93.317, 4, 0, 10, -8.981, 0.618, 0.631, 3 
0.0283, 0.0549, 0, 0.128, 0.482, 239627, 97.963, 4, 0, 1, -6.077, 0.585, 0.662, 3 
0.0331, 0.0518, 0, 0.0882, 0.871, 161160, 108.897, 4, 1, 5, -11.227, 0.672, 0.595, 3 
0.436, 0.0172, 0, 0.0747, 0.522, 229093, 93.99, 4, 1, 9, -6.898, 0.887, 0.673, 3 
0.0785, 0.137, 0.161, 0.114, 0.845, 218120, 109.035, 4, 1, 1, -4.371, 0.758, 0.755, 3 
0.0273, 0.134, 0, 0.122, 0.236, 320373, 125.099, 4, 0, 0, -7.565, 0.613, 0.517, 3 
0.172, 0.102, 0, 0.116, 0.756, 273360, 87.002, 4, 1, 7, -5.384, 0.765, 0.666, 3 
0.0803, 0.226, 0.0000325, 0.137, 0.536, 301133, 83.61, 4, 1, 1, -9.092, 0.75, 0.458, 3 
0.0542, 0.196, 0, 0.153, 0.418, 257213, 80.046, 4, 1, 7, -3.801, 0.549, 0.819, 3 
0.0395, 0.0133, 0, 0.112, 0.171, 200187, 115.986, 4, 0, 1, -7.896, 0.663, 0.491, 3 
0.0787, 0.0992, 0, 0.35, 0.267, 162425, 102.924, 4, 0, 1, -3.167, 0.681, 0.774, 3 
0.169, 0.0454, 0, 0.302, 0.708, 279133, 90.06, 4, 0, 1, -4.488, 0.792, 0.921, 3 
0.267, 0.0104, 0, 0.111, 0.799, 244693, 160.013, 4, 1, 11, -4.506, 0.557, 0.905, 3 
0.208, 0.157, 0, 0.139, 0.753, 219507, 85.125, 4, 0, 10, -5.685, 0.721, 0.702, 3 
0.0592, 0.011, 0.0000546, 0.0756, 0.242, 263173, 121.971, 4, 1, 2, -10.217, 0.672, 0.906, 3 
0.149, 0.166, 0, 0.181, 0.607, 262133, 94.199, 4, 1, 1, -3.203, 0.817, 0.794, 3 
0.0482, 0.737, 0.0000131, 0.263, 0.657, 213840, 150.023, 4, 1, 9, -9.712, 0.63, 0.636, 3 
0.226, 0.00249, 0, 0.0715, 0.681, 236133, 99.165, 4, 0, 2, -6.596, 0.646, 0.77, 3 
0.225, 0.573, 0, 0.0535, 0.523, 270880, 120.129, 4, 1, 10, -6.123, 0.67, 0.616, 3 
0.112, 0.0183, 0, 0.0388, 0.583, 250373, 105.018, 4, 1, 2, -4.699, 0.894, 0.791, 3 
0.159, 0.0698, 0, 0.18, 0.87, 201427, 100.5, 4, 0, 6, -5.503, 0.824, 0.665, 3 
0.282, 0.341, 0.0000233, 0.394, 0.783, 194813, 92.207, 4, 1, 2, -6.471, 0.445, 0.731, 3 
0.0269, 0.671, 0, 0.167, 0.408, 245667, 124.958, 4, 1, 7, -4.903, 0.628, 0.621, 3 
0.0295, 0.284, 0, 0.0563, 0.967, 171813, 112.132, 4, 1, 6, -7.925, 0.816, 0.669, 3 
0.247, 0.00865, 0.00000521, 0.158, 0.66, 221227, 83.089, 4, 1, 7, -6.11, 0.571, 0.739, 3 
0.0468, 0.018, 0.207, 0.0596, 0.399, 268733, 111.965, 3, 1, 2, -6.346, 0.832, 0.688, 3 
0.24, 0.0897, 0.00000147, 0.605, 0.927, 214893, 100.171, 4, 0, 4, -6.325, 0.866, 0.875, 3 
0.164, 0.0945, 0, 0.0891, 0.288, 244227, 103.49, 3, 0, 4, -6.716, 0.575, 0.496, 3 
0.149, 0.0238, 0.000699, 0.149, 0.811, 221067, 96.006, 4, 0, 4, -5.025, 0.812, 0.626, 3 
0.205, 0.222, 0.00000141, 0.147, 0.706, 302500, 93.629, 4, 1, 7, -6.977, 0.718, 0.812, 3 
0.181, 0.369, 0, 0.256, 0.59, 316053, 145.063, 4, 0, 2, -5.757, 0.569, 0.744, 3 
0.268, 0.0945, 0.00315, 0.551, 0.793, 230240, 93.032, 4, 1, 7, -4.537, 0.809, 0.852, 3 
0.0777, 0.144, 0, 0.245, 0.901, 246307, 179.036, 4, 0, 11, -3.574, 0.753, 0.662, 3 
0.333, 0.222, 0, 0.344, 0.447, 381333, 91.562, 4, 1, 7, -5.408, 0.572, 0.85, 3 
0.0464, 0.126, 0.000115, 0.0638, 0.635, 234000, 125.999, 4, 0, 5, -4.932, 0.871, 0.597, 3 
0.201, 0.345, 0.0000037, 0.272, 0.856, 210707, 114.002, 4, 1, 7, -8.595, 0.879, 0.644, 3 
0.0629, 0.056, 0.0000336, 0.0831, 0.972, 253107, 135.1, 4, 1, 0, -3.571, 0.771, 0.779, 3 
0.506, 0.184, 0, 0.152, 0.46, 223507, 90.893, 4, 0, 8, -4.876, 0.643, 0.717, 3 
0.179, 0.182, 0, 0.281, 0.777, 233360, 134.199, 4, 0, 10, -5.435, 0.828, 0.792, 3 
0.106, 0.603, 0.00000677, 0.104, 0.166, 228707, 118.393, 3, 1, 7, -9.129, 0.609, 0.445, 3 
0.402, 0.155, 0.00000293, 0.375, 0.628, 245827, 85.599, 4, 0, 4, -4.56, 0.51, 0.863, 3 
0.291, 0.0969, 0.000984, 0.154, 0.913, 174800, 100.414, 4, 0, 11, -6.983, 0.781, 0.633, 3 
0.161, 0.237, 0.0000154, 0.0913, 0.659, 208573, 200.053, 4, 0, 6, -8.686, 0.588, 0.461, 3 
0.144, 0.102, 0, 0.0681, 0.885, 265027, 76.968, 1, 1, 1, -3.665, 0.517, 0.827, 3 
0.0828, 0.497, 0.00000205, 0.116, 0.844, 298773, 120.014, 4, 0, 1, -3.383, 0.851, 0.849, 3 
0.294, 0.124, 0.0000771, 0.133, 0.324, 258507, 94.984, 4, 1, 1, -8.78, 0.794, 0.95, 3 
0.151, 0.00272, 0.0000114, 0.0862, 0.51, 295827, 95.031, 4, 0, 1, -4.079, 0.547, 0.951, 3 
0.211, 0.118, 0, 0.107, 0.411, 247040, 91.259, 4, 1, 0, -6.855, 0.68, 0.659, 3 
0.0357, 0.33, 0, 0.066, 0.901, 268080, 96.864, 4, 1, 7, -4.184, 0.877, 0.683, 3 
0.378, 0.262, 0, 0.168, 0.776, 230636, 99.133, 4, 1, 1, -8.006, 0.837, 0.51, 3 
